V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Consent,Instructions,Male_KheuKhya_weich,Female_KheuKhya_weic,Female_KheuKhya_weic,Male_KheuKhya_weich,Male_KhyaKheu_weich,Female_KhyaKheu_weic,Female_KhyaKheu_weic,Male_KhyaKheu_weich,Male_KhyaKheu_weich,Female_KheuKhya_weic,Female_KhyaKheu_weic,Male_KheuKhya_weich,Male_KheuKhya_weich,Female_KhyaKheu_weic,Female_KheuKhya_weic,Male_KhyaKheu_weich,Female_KheuKhya_hart,Male_KhyaKheu_hart,Male_KheuKhya_hart,Female_KhyaKheu_hart,Female_KhyaKheu_hart,Male_KheuKhya_hart,Male_KhyaKheu_hart,Female_KheuKhya_hart,Female_KhyaKheu_hart,Male_KhyaKheu_hart,Male_KhyaKheu_hart,Female_KhyaKheu_hart,Female_KheuKhya_hart,Male_KheuKhya_hart,Male_KheuKhya_hart,Male_KheuKhya_hart,Qualitative question,AudioQuestion,AudioMultiple,Age,Gender,Handedness,Native,KoreanLanguage,KoreanRestaurant,SojuQuestion,KoreanFriends,KoreanDrama,KoreanVisit,Description,LocationLatitude,LocationLongitude,LocationAccuracy,
R_yIlBHkx9Kmjyzmx,Default Response Set,Anonymous,,,193.196.8.102,0,2019-05-02 06:05:50,2019-05-02 06:09:27,1,1,1,Erste Aufnahme,Zweite Aufnahme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rollendes/""Kratzendes"" /r/ im ersten Beispiel (2. Aufnahme) /  / Stärkerer ""Anlaut"" im zweiten Beispiel (1. Aufnahme) / ",Ja,Ja,35,weiblich,rechtshändig,Deutsch,Nein,Ja,Nein,Nein,Niemals,Niemals,1,48.782302856445,9.1808013916016,-1,
R_1gvk27mAtzk7MIc,Default Response Set,Anonymous,,,93.245.113.92,0,2019-05-02 03:16:23,2019-05-02 03:16:29,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_SIFfGFi4Q3MAhrj,Default Response Set,Anonymous,,,93.245.113.92,8,2019-05-02 03:14:14,2019-05-02 03:14:56,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1mK38zC7BfL3jyR,Default Response Set,Anonymous,,,93.226.207.85,0,2019-05-01 23:49:11,2019-05-01 23:49:33,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3fI5z9JocQTdC4Y,Default Response Set,Anonymous,,,77.13.63.127,0,2019-05-01 08:19:34,2019-05-01 08:21:10,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_2TsMUN4Qb1JEcYp,Default Response Set,Anonymous,,,80.187.120.223,0,2019-05-01 14:24:11,2019-05-01 14:25:15,0,1,1,,,,,Erste Aufnahme,Zweite Aufnahme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3qW4bHvwOwNmlSR,Default Response Set,Anonymous,,,46.223.208.224,0,2019-05-02 07:13:16,2019-05-02 07:17:20,1,1,1,,,Zweite Aufnahme,Zweite Aufnahme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Die gefühlt längere Dauer und mehr Aspirierung haben für mich die Geräusche weicher klingen lassen.,Ja,Nein,38,weiblich,rechtshändig,"Deutsch, Türkisch",Nein,Ja,Vielleicht,Nein,Niemals,Niemals,1,49.525695800781,8.4965057373047,-1,
R_3qDNGo85N00GwvI,Default Response Set,Anonymous,,,77.8.130.52,0,2019-05-02 07:57:02,2019-05-02 07:59:47,1,1,1,,,,,,,,,,,,,,,,,,,,,Zweite Aufnahme,Erste Aufnahme,,,,,,,,,,,Der Klang des geflüsterten Vokals,Ja,Ja,30,männlich,rechtshändig,Deutsch,Nein,Ja,Nein,Ja,Niemals,Niemals,1,53.582992553711,9.9812927246094,-1,
R_3kBTwbvbDMauC6m,Default Response Set,Anonymous,,,141.13.105.117,0,2019-05-02 08:16:31,2019-05-02 08:20:31,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erste Aufnahme,Zweite Aufnahme,,,"Interessantes Experiment und schwierige Frage.  / Weicher beurteile ich die Geräusche, die mir ""angenehmer"" vorkommen, hart empfinde ich Geräusche, die mit mehr ""Druck"" ausgesprochen und von meinem Hörgefühl unangenehmer sind.",Ja,Nein,40,weiblich,rechtshändig,Deutsch,Nein,Nein,Nein,Nein,Niemals,Niemals,1,49.893402099609,10.891098022461,-1,
R_2CjghyPinePkZn4,Default Response Set,Anonymous,,,185.75.75.176,0,2019-05-02 08:58:24,2019-05-02 09:02:41,1,1,1,,,,,,,,,,,Erste Aufnahme,Erste Aufnahme,,,,,,,,,,,,,,,,,,,,,Die zweite Aufnahme hat beim Anhören in den Ohren wehgetan,Ja,Ja,30,männlich,rechtshändig,Deutsch,Nein,Vielleicht,Nein,Ja,Niemals,Niemals,1,49.880004882812,10.883407592773,-1,
R_3qxHZ79hME4IL2D,Default Response Set,Anonymous,,,31.16.253.165,0,2019-05-02 13:50:52,2019-05-02 13:58:02,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erste Aufnahme,Erste Aufnahme,"In der ersten Frage klang die erste Aufnahme wie ein unterdrücktes ""t"" beim einatmen. Und der zweiten Aufnahme kam das ""t"" Geräusch beim Ausatmen einem ""d"" gleich daher habe ich es als weicher empfunden bzw. die erste Aufnahme als härter.  / In der zweiten Frage klangen beide Aufnahmen wie  das harte ""t"" Geräusch beim Einatmen. Die erste Aufnahme erschien mir jedoch kürzer.",Ja,Nein,39,weiblich,rechtshändig,"Deutsch, Italienisch, Bosnisch",Nein,Ja,Nein,Nein,Niemals,Niemals,1,49.893402099609,10.891098022461,-1,
R_27f1g9N20mACyeM,Default Response Set,Anonymous,,,79.34.244.82,0,2019-05-02 14:39:45,2019-05-02 15:03:16,1,1,1,,,,,,,Erste Aufnahme,Erste Aufnahme,,,,,,,,,,,,,,,,,,,,,,,,,Die Länge des Vokals des zweiten Geräuschs im ersten Experiment beeinflusst dessen Wahrnehmung.  / Im zweiten Experiment hängt die Wahrnehmung meiner Meinung nach mit dem Vokal des Geräuschs zusammen.,Ja,Nein,37,weiblich,linkshändig,Deutsch,Nein,Nein,Nein,Nein,Niemals,Niemals,1,43.70849609375,10.403594970703,-1,
R_2vYBlLAu35kQPSU,Default Response Set,Anonymous,,,89.1.208.80,0,2019-05-03 00:15:28,2019-05-03 00:17:25,1,1,1,,,,,,,,,,,,,,,,,,,Erste Aufnahme,Zweite Aufnahme,,,,,,,,,,,,,Ich weiß es ehrlich gesagt nicht.,Ja,Ja,35,weiblich,linkshändig,"türkisch, deutsch",Nein,Nein,Nein,Nein,Niemals,Niemals,1,50.933303833008,6.9499969482422,-1,
R_25GVNbNSBh9MMpk,Default Response Set,Anonymous,,,141.13.105.73,0,2019-05-03 06:29:36,2019-05-03 06:32:07,1,1,1,,,,,Erste Aufnahme,Zweite Aufnahme,,,,,,,,,,,,,,,,,,,,,,,,,,,Härte des Ausdrucks.,Ja,Nein,31,männlich,linkshändig,Deutsch,Nein,Ja,Vielleicht,Ja,Niemals,Niemals,1,49.893402099609,10.891098022461,-1,
R_p6MY1enGROYwqxX,Default Response Set,Anonymous,,,141.13.56.34,0,2019-05-03 07:23:06,2019-05-03 07:26:14,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Zweite Aufnahme,Zweite Aufnahme,,,,,Lautstärke?,Ja,Ja,44,weiblich,rechtshändig,deutsch,Nein,Nein,Nein,Nein,Niemals,Niemals,1,49.893402099609,10.891098022461,-1,
R_3iBSiTcjUIX0tD0,Default Response Set,Anonymous,,,84.63.142.126,0,2019-05-06 12:53:46,2019-05-06 12:57:54,1,1,1,,,,,,,,,,,,,,,,,,,,,,,Erste Aufnahme,Erste Aufnahme,,,,,,,,,das erste Geräusch des ersten Beispiels hat sich so angehört wie wenn man eine Getränke Dose öffnet und das zweite hat mich erschreckt. Das dritte Geräusch fand ich im Vergleich zum vierten härter und konnte es nicht zuordnen.,Ja,Nein,22,weiblich,rechtshändig,Deutsch ,Nein,Ja,Ja,Nein,Niemals,Niemals,1,50.905502319336,7.0413970947266,-1,
R_YbnizXX910mzJ2F,Default Response Set,Anonymous,,,94.134.95.77,0,2019-05-06 13:23:33,2019-05-06 13:28:07,1,1,1,,,Zweite Aufnahme,Erste Aufnahme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bei dem ersten Beispiel hatte ich beim m.E. 'härteren' Laut das Gefühl, der Onset war 'plosiver', beim zweiten Beispiel fand ich den 'härteren' laut aspirierter und irgendwie gepresster (erst da ist mir auch aufgefallen, dass der Ton von einem Menschen produziert wurde (?)).",Ja,Nein,25,weiblich,rechtshändig,Deutsch,Anfänger,Ja,Nein,Nein,Regelmässig,Niemals,1,51.185394287109,6.4416961669922,-1,
R_22KtWVGSV16onXU,Default Response Set,Anonymous,,,91.4.5.89,0,2019-05-06 13:49:31,2019-05-06 14:01:28,1,1,1,,,,,,,,,,,Zweite Aufnahme,Erste Aufnahme,,,,,,,,,,,,,,,,,,,,,"I think that my two principles were: the darker the sound, the softer and the lower the sound, the softer.",Ja,Ja,66,männlich,rechtshändig,Deutsch,Nein,Nein,Nein,Nein,Niemals,Niemals,1,51.434005737305,7.0160980224609,-1,
R_3MLJ6z0KlcsxpQG,Default Response Set,Anonymous,,,62.155.205.9,0,2019-05-06 14:18:44,2019-05-06 14:24:38,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zweite Aufnahme,Erste Aufnahme,"Der Anfangslaut (plosive) war stärker betont und wirkt ""härter"". So ist ein [k] beispielsweise ein sehr harter Laut. Dieser Eindruck entsteht, indem die Luft zuerst blockiert und dann ganz plötzlich und explosionsartig freigelassen wird. ",Ja,Ja,23,weiblich,rechtshändig,Deutsch,Nein,Ja,Nein,Ja,Niemals,Niemals,1,50.756393432617,6.0914001464844,-1,
R_2UfQXOOJL8GC1le,Default Response Set,Anonymous,,,109.90.233.199,0,2019-05-06 14:30:39,2019-05-06 14:33:58,1,1,1,,,,,,,,,,,,,,,,,,,,,Erste Aufnahme,Erste Aufnahme,,,,,,,,,,,"Das erste Geräusch erinnert an den (harten) Konsonanten k, dass zweite klang eher nach einer Abwandlung eines weichen /s/ Lauts. Daher meine Entscheidung. ",Ja,Nein,27,weiblich,beidhändig,Deutsch,Nein,Ja,Nein,Nein,Niemals,Niemals,1,50.756393432617,6.0914001464844,-1,
R_2QxJCWhlPhSIuyB,Default Response Set,Anonymous,,,109.90.233.171,0,2019-05-07 00:41:35,2019-05-07 00:48:09,1,1,1,,,,,,,,,,,,,,,Zweite Aufnahme,Erste Aufnahme,,,,,,,,,,,,,,,,,"Meine Auswahl wurde vermutlich durch die Bekanntheit beziehungsweise Unbekanntheit der Laute beeinflusst. Bei Hörbeispiel 3 und 4 hatte ich das Gefühl, #3 eher in meinen eigenen Sprachgebrauch einfügen zu können, ich konnte mir den Laut also besser im Kontext vorstellen. Mit den für mich härter klingenden Lauten verbinde ich außerdem eine größere Negativität, auch wenn alle 4 Hörbeispiele außerhalb eines Kontextes als negative Geräusche verstanden werden können.",Ja,Nein,30,weiblich,beidhändig,Deutsch,Nein,Ja,Nein,Ja,Manchmal,Niemals,1,50.756393432617,6.0914001464844,-1,
R_3oZsl3BdB6rhObB,Default Response Set,Anonymous,,,134.130.156.34,0,2019-05-07 02:47:11,2019-05-07 02:49:48,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erste Aufnahme,Erste Aufnahme,,,"Stärkerer Plosiv, weniger durch Zischlaut abgemildert.",Ja,Nein,54,männlich,rechtshändig,deutsch,Nein,Nein,Nein,Nein,Niemals,Niemals,1,50.77409362793,6.0847015380859,-1,
R_5uoCFLS0SpalZS1,Default Response Set,Anonymous,,,5.147.203.146,0,2019-05-07 09:21:45,2019-05-07 09:33:29,1,1,1,,,,,,,,,,,,,Erste Aufnahme,Erste Aufnahme,,,,,,,,,,,,,,,,,,,"Dadurch, dass bei dem jeweils zweiten Hörbeispiel das Geräuch stets am Anfang zu hören war, wirkte dies auf mich ""härter"" (im Sinne von plötzlich/unvermittelt auftauchend) als bei dem ersten Hörbeispiel. Dort baute sich der laute Ton zwar auch schnell auf, jedoch jeweils mittelbar (mit einem Art Fade-In). Zumal war m.E. vorher bereits etwas zu hören. Ferner war - wenn mich nicht alles täuscht - der zu hörende Laut jeweils leicht anders vom Klangbild, was ebenfalls meine Entscheidung beeinfluss hat.",Ja,Nein,32,männlich,rechtshändig,Deutsch,Nein,Ja,Nein,Nein,Niemals,Niemals,1,50.801498413086,7.1271057128906,-1,
R_2V9GFpKW8kQ7Khn,Default Response Set,Anonymous,,,77.0.154.227,0,2019-05-07 12:37:20,2019-05-07 12:43:09,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Erste Aufnahme,Zweite Aufnahme,,,,,"Bei der ersten Auswahl war für mich die Unterscheidung eher emotional, das eine klang irgendwie aggressiver und somit härter. Bei der zweiten Auswahl hing die Entscheidung vor allem am k-Laut der für mich härter klang.",Ja,Nein,47,weiblich,rechtshändig,Deutsch,Nein,Ja,Nein,Nein,Niemals,Niemals,1,53.555297851562,9.9949951171875,-1,
R_sTqWVROz0p4aUxP,Default Response Set,Anonymous,,,5.147.203.146,0,2019-05-08 01:32:07,2019-05-08 01:38:11,1,1,1,,,,,,,,,Erste Aufnahme,Zweite Aufnahme,,,,,,,,,,,,,,,,,,,,,,,"Einmal wurde der Konsunant sehr hart ausgesprochen, indem er lauter und schneller abgegeben wurde. Bei der weicheren Variante  kam es mir leiser vor, nicht so eindringlich. Beide Aufnahmen hatten möglicherweise unterschiedliche Ziele, welche Aussage sie verfolgen. Hart :bestimmend, eindringlich, weich : entspannter, stressfreier o. ä. ",Ja,Nein,27,weiblich,rechtshändig,Deutsch,Nein,Nein,Nein,Nein,Niemals,Niemals,1,50.801498413086,7.1271057128906,-1,
R_301AUyRv2hh6ZqP,Default Response Set,Anonymous,,,89.1.210.129,0,2019-05-08 01:39:12,2019-05-08 01:43:17,1,1,1,,,,,,,,,,,,,,,,,Erste Aufnahme,Zweite Aufnahme,,,,,,,,,,,,,,,Das Geräusch hörte sich schärfer an ,Ja,Ja,22,weiblich,rechtshändig,Griechisch deutsch,Nein,Vielleicht,Nein,Ja,Niemals,Niemals,1,50.933303833008,6.9499969482422,-1,
R_2upIlGQaSQHxNhk,Default Response Set,Anonymous,,,212.95.8.197,0,2019-05-08 06:27:33,2019-05-08 06:32:42,1,1,1,,,,,,,,,,,,,,,,,Erste Aufnahme,Erste Aufnahme,,,,,,,,,,,,,,,"I'm an Austrian German Speaker if that's of any importance. /  / Fuer mich klang in der ersten Aufgabe der erste Ton haerter, weil er abrupter war und von der wahrnehmung her lauter  vmtl sind sie jedoch genau gleich laut)  /  / in der zweiten aufgabe klang der zweite ton haerter, weil es eine art steigerung gab, es klang wie ein aggressives fauchen",Ja,Nein,35,weiblich,rechtshändig,Austrian German,Nein,Nein,Nein,Nein,Niemals,Niemals,1,47.433303833008,14.939407348633,-1,
R_1NbtjW5j6R0V5B4,Default Response Set,Anonymous,,,213.196.231.123,0,2019-05-08 08:06:48,2019-05-08 08:11:08,1,1,1,,,,,,,,,,,,,Erste Aufnahme,Erste Aufnahme,,,,,,,,,,,,,,,,,,,"Mein Eindruck hat irgendetwas mit der Klangbewegung am Ende zu tun. Kann aber weiter nichts sagen, da nur 1 x angehört. ",Ja,Nein,34,weiblich,beidhändig,"English, Deutsch, Französisch ",Nein,Ja,Nein,Vielleicht,Niemals,Niemals,1,50.9541015625,6.9102935791016,-1,
R_2Eub7d8tHGmXagT,Default Response Set,Anonymous,,,79.221.69.114,0,2019-05-08 14:49:24,2019-05-08 14:52:18,1,1,1,,,,,,,,,Erste Aufnahme,Zweite Aufnahme,,,,,,,,,,,,,,,,,,,,,,,Der 'weiche' Ton ähnelt einem Hauch. Der 'harte' ähnelt einem röcheln.,Ja,Nein,30,männlich,rechtshändig,Deutsch,Nein,Nein,Nein,Ja,Niemals,Niemals,1,49.836807250977,7.8647003173828,-1,
R_urys37a7OcI1nMJ,Default Response Set,Anonymous,,,77.8.130.52,0,2019-05-02 07:56:26,2019-05-02 08:00:29,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1CqOaFr08zYhpT8,Default Response Set,Anonymous,,,141.13.105.42,0,2019-05-02 08:15:25,2019-05-02 08:16:23,0,1,1,,,,,,,,,,,,,Zweite Aufnahme,Zweite Aufnahme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_VOSTmcAThN1H28h,Default Response Set,Anonymous,,,141.13.105.49,0,2019-05-07 05:40:36,2019-05-10 03:11:44,1,1,1,,,,,,,,,,,,,,,,,,,,,,,Erste Aufnahme,Erste Aufnahme,,,,,,,,,die Betonung,Ja,Nein,30,weiblich,rechtshändig,Deutsch/Koreanisch,Wie ein Muttersprachler,Ja,Ja,Ja,Regelmässig,Mehr als 5 Jahre gelebt,1,49.893402099609,10.891098022461,-1,
R_tGMAprvkaiBbRyp,Default Response Set,Anonymous,,,109.255.160.222,0,2019-05-11 04:48:35,2019-05-11 04:53:30,1,1,1,Zweite Aufnahme,Zweite Aufnahme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Es ist schwierig, zu definieren, was sich „weicher“ anhört. Die Geräusche, die ich als solche eingestuft habe, klangen, als seien sie mit einem weniger weit geöffneten Mund produziert worden und palatal. ",Ja,Nein,20,weiblich,rechtshändig,"Deutsch, Russisch",Nein,Ja,Nein,Nein,Niemals,Niemals,1,53.333801269531,-6.2487945556641,-1,
R_3PUdD3MR6SoP7jQ,Default Response Set,Anonymous,,,176.199.215.230,0,2019-05-11 05:41:06,2019-05-11 05:45:44,1,1,1,,,,,,,,,,,,,,,Zweite Aufnahme,Erste Aufnahme,,,,,,,,,,,,,,,,,Ich hatte das Gefühl von Verzögerung ... gleicher oder ähnlicher Geräusche.,Ja,Nein,58,männlich,rechtshändig,Deutsch,Nein,Nein,Nein,Nein,Niemals,Niemals,1,50.964294433594,6.9537048339844,-1,
R_1nO3DvMqPLOWme5,Default Response Set,Anonymous,,,176.199.215.230,0,2019-05-04 07:03:42,2019-05-04 07:04:29,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1mJFV9wuKsYD4Qj,Default Response Set,Anonymous,,,93.226.195.221,0,2019-05-04 23:43:10,2019-05-04 23:43:20,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1Lui7sbRXT5LYcX,Default Response Set,Anonymous,,,90.253.231.158,0,2019-05-05 04:30:35,2019-05-05 04:32:56,0,1,1,,,,,,,,,,,,,,,Zweite Aufnahme,Zweite Aufnahme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1Nsswm73EbgK6pi,Default Response Set,Anonymous,,,80.187.100.112,0,2019-05-05 10:33:40,2019-05-05 10:33:49,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_2YXPasCNTfGscyq,Default Response Set,Anonymous,,,141.13.104.178,0,2019-05-06 01:18:22,2019-05-06 01:21:11,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_87jIZWU9t7wK0F3,Default Response Set,Anonymous,,,109.90.232.161,0,2019-05-06 12:54:41,2019-05-06 12:54:58,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_337R2COsA5qSlK8,Default Response Set,Anonymous,,,141.13.146.48,0,2019-05-07 09:04:37,2019-05-07 10:03:37,0,1,1,Erste Aufnahme,Zweite Aufnahme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Im ersten Teil schien k einmal behaucht zu sein und einmal nicht, ich fand die Behauchung härter (glaube ich), aber ich bin keine Phonologin, im zweiten Beispiel kann ich den Unterschied gerade spontan nicht fassen",Ja,Nein,28,weiblich,rechtshändig,Deutsch,Nein,Ja,Vielleicht,Ja,Niemals,Niemals,,,,-1,
R_1pJuONOjjxSp5P4,Default Response Set,Anonymous,,,78.49.173.57,0,2019-05-08 01:40:21,2019-05-08 01:41:07,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Zweite Aufnahme,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1Yem6Wl1ITqVX45,Default Response Set,Anonymous,,,5.147.203.146,0,2019-05-08 01:44:54,2019-05-08 01:45:05,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_27WgfeDWD4jTMat,Default Response Set,Anonymous,,,37.32.91.187,0,2019-05-08 05:05:37,2019-05-08 05:06:34,0,1,1,,,Erste Aufnahme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_22snmqoI3gW9OZ8,Default Response Set,Anonymous,,,107.77.200.94,0,2019-05-08 09:33:03,2019-05-08 09:42:59,0,1,1,,,,,,,,,,,,,,,,,,,,,Erste Aufnahme,Erste Aufnahme,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_2c6hRYJLCWS56Mn,Default Response Set,Anonymous,,,115.82.211.23,0,2019-05-08 10:31:21,2019-05-08 10:32:52,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Zweite Aufnahme,Zweite Aufnahme,,,,,,,,,,,,,,,,,,,,,-1,
R_2uQjH7MHEOdCM6m,Default Response Set,Anonymous,,,212.5.158.243,0,2019-05-09 00:21:44,2019-05-09 00:21:56,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3L1fXvWwyLSWsH8,Default Response Set,Anonymous,,,91.214.44.155,0,2019-05-12 09:17:32,2019-05-12 16:01:33,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_2xEMYkH2IfgmWt6,Default Response Set,Anonymous,,,141.13.105.73,0,2019-05-10 03:16:57,2019-05-10 03:17:37,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zweite Aufnahme,Erste Aufnahme,-,Ja,Nein,,,,,,,,,,,,,,-1,
