ID,Gender,Age,Native,KoreanVisit,KoreanDrama,KoreanLanguage,SojuQuestion,KoreanRestaurant,KoreanFriends,Question,Qualitative,Condition,StimGender,RespType
R_2uU32AyHVnlxADG,femenino,21,Español,Estancias inferiores a 5 años,Muy pocas veces,Ninguno,Sí,Sí,Sí,hart,"Creo que el orden en que se presentaron influyo mucho, por que al no saber que esperar me tomo de sopresa el primer sonido y eso lo asocie con dureza",KheuKhya,Male,Kheu
R_2UYG2zT3bE4lQOc,masculino,36,Español,Nunca,Nunca,Ninguno,No,Sí,No,weich,Diría que la voz,KheuKhya,Female,Khya
R_2UYG2zT3bE4lQOc,masculino,36,Español,Nunca,Nunca,Ninguno,No,Sí,No,weich,Diría que la voz,KhyaKheu,Male,Kheu
R_2wdceVuhdfAHg9u,masculino,40,esp,Nunca,Nunca,Ninguno,No,No,No,hart,los que he elegido me parecen mas estridentes ,KheuKhya,Male,Kheu
R_2wdceVuhdfAHg9u,masculino,40,esp,Nunca,Nunca,Ninguno,No,No,No,hart,los que he elegido me parecen mas estridentes ,KhyaKheu,Female,Kheu
R_2WOnpIn5QHMgCCh,femenino,49,Castellano,Nunca,Nunca,Ninguno,No,No,No,hart,La fuerza en todos los aparatos necesarios para la producción del sonido,KheuKhya,Female,Kheu
R_2WOnpIn5QHMgCCh,femenino,49,Castellano,Nunca,Nunca,Ninguno,No,No,No,hart,La fuerza en todos los aparatos necesarios para la producción del sonido,KheuKhya,Male,Kheu
R_2wS0hgIjy8jkjpM,masculino,44,Español,Nunca,Ocasionalmente,Ninguno,No,Sí,Sí,weich, He interpretado blando o duro como agresivo o más suave y como yo lo he percibido en cuanto a tono. En base a eso he seleccionado lo que me parecía más apropiado,KhyaKheu,Male,Khya
R_2wS0hgIjy8jkjpM,masculino,44,Español,Nunca,Ocasionalmente,Ninguno,No,Sí,Sí,weich, He interpretado blando o duro como agresivo o más suave y como yo lo he percibido en cuanto a tono. En base a eso he seleccionado lo que me parecía más apropiado,KheuKhya,Female,Khya
R_2WwKhHMbx2XFSzX,femenino,21,Castellano,Nunca,Nunca,Ninguno,No,No,No,weich,"Cuando hay un sonido más seco lo he identificado como duro, mientras que si es un poquito más prolongado y suave, como blando.  / No, no he detectado ningún aspecto más.",KheuKhya,Female,Khya
R_2WwKhHMbx2XFSzX,femenino,21,Castellano,Nunca,Nunca,Ninguno,No,No,No,weich,"Cuando hay un sonido más seco lo he identificado como duro, mientras que si es un poquito más prolongado y suave, como blando.  / No, no he detectado ningún aspecto más.",KhyaKheu,Male,Khya
R_2y1HSh8CRkCcq4z,femenino,44,Español,Nunca,Muy pocas veces,Ninguno,No,Sí,Sí,weich,"El segundo sonido tiene un amago de vocal al final, por eso parecía que fuera blando.",KheuKhya,Male,Khya
R_2y1HSh8CRkCcq4z,femenino,44,Español,Nunca,Muy pocas veces,Ninguno,No,Sí,Sí,weich,"El segundo sonido tiene un amago de vocal al final, por eso parecía que fuera blando.",KheuKhya,Female,Khya
R_2Yh4as3tMPSBVRV,femenino,40,Español ,Nunca,Nunca,Ninguno,No,No,No,weich,"Uno de ellos me recordaba a un disparo...  Ese sería el sonido ""duro"". No me hacía sentir bien. ",KheuKhya,Male,Khya
R_2Yh4as3tMPSBVRV,femenino,40,Español ,Nunca,Nunca,Ninguno,No,No,No,weich,"Uno de ellos me recordaba a un disparo...  Ese sería el sonido ""duro"". No me hacía sentir bien. ",KhyaKheu,Female,Khya
R_2YtCzkwPwUMgf2M,femenino,34,Español,Nunca,Nunca,Ninguno,No,No,No,hart,Uno me parece más fuerte que otro,KhyaKheu,Female,Kheu
R_2YtCzkwPwUMgf2M,femenino,34,Español,Nunca,Nunca,Ninguno,No,No,No,hart,Uno me parece más fuerte que otro,KheuKhya,Male,Kheu
R_2zhE3uLnPClZv6W,,,,,,,,,,weich,,KheuKhya,Female,Khya
R_2zhE3uLnPClZv6W,,,,,,,,,,weich,,KheuKhya,Male,Khya
R_31GwoFCPWHNZ468,femenino,32,Castellano,Nunca,Nunca,Ninguno,No,Sí,No,hart,El sonido más duro es el más grave para mí.,KhyaKheu,Male,Kheu
R_31GwoFCPWHNZ468,femenino,32,Castellano,Nunca,Nunca,Ninguno,No,Sí,No,hart,El sonido más duro es el más grave para mí.,KheuKhya,Female,Kheu
R_31HG54Kkk4rx1Sb,femenino,32,castellano,Nunca,Ocasionalmente,Ninguno,No,Quizás,No,weich,"para que la percepción sea de ""más blando"", el ruido de la respiración es clave. Mientras más respiración, más suave, por lo menos para mí",KheuKhya,Male,Khya
R_31HG54Kkk4rx1Sb,femenino,32,castellano,Nunca,Ocasionalmente,Ninguno,No,Quizás,No,weich,"para que la percepción sea de ""más blando"", el ruido de la respiración es clave. Mientras más respiración, más suave, por lo menos para mí",KhyaKheu,Female,Khya
R_333g2jVruKKAbFN,femenino,48,español,Nunca,Ocasionalmente,Ninguno,No,No,No,hart,"En el primero no sabría identificar el motivo, pero en el segundo es un sonido de A abierta que sí me ha parecido más fuerte que en el otro audio, donde no he identificado nada que resaltase",KheuKhya,Female,Khya
R_333g2jVruKKAbFN,femenino,48,español,Nunca,Ocasionalmente,Ninguno,No,No,No,hart,"En el primero no sabría identificar el motivo, pero en el segundo es un sonido de A abierta que sí me ha parecido más fuerte que en el otro audio, donde no he identificado nada que resaltase",KheuKhya,Male,Khya
R_33j1aw8VRtS3Ccp,masculino,26,gallego y castellano.,Nunca,Nunca,Ninguno,No,No,No,weich,"creo que la respuesta se ha basado en lo estridente, la intensidad y la fluided del mismo.  Más  haya tampoco comprendo que ha motivado la respuesta. ",KheuKhya,Male,Khya
R_33j1aw8VRtS3Ccp,masculino,26,gallego y castellano.,Nunca,Nunca,Ninguno,No,No,No,weich,"creo que la respuesta se ha basado en lo estridente, la intensidad y la fluided del mismo.  Más  haya tampoco comprendo que ha motivado la respuesta. ",KheuKhya,Female,Khya
R_3dJQLPMZYaaPcmk,femenino,38,castellano,Nunca,Nunca,Ninguno,No,No,No,weich,la sensación de que se propaga en mayor tiempo el sonido,KheuKhya,Female,Khya
R_3dJQLPMZYaaPcmk,femenino,38,castellano,Nunca,Nunca,Ninguno,No,No,No,weich,la sensación de que se propaga en mayor tiempo el sonido,KheuKhya,Male,Khya
R_3et3MLl9KVsWn4v,femenino,24,Solo castellano,Nunca,Regularmente,Ninguno,No,Quizás,No,hart,si era más agudo o más grave. ,KhyaKheu,Male,Kheu
R_3et3MLl9KVsWn4v,femenino,24,Solo castellano,Nunca,Regularmente,Ninguno,No,Quizás,No,hart,si era más agudo o más grave. ,KheuKhya,Female,Kheu
R_3foUV0PEIvUhQQm,femenino,31,Español,Nunca,Nunca,Ninguno,No,No,Sí,weich,La duración y el impacto de la primera vez,KhyaKheu,Male,Kheu
R_3foUV0PEIvUhQQm,femenino,31,Español,Nunca,Nunca,Ninguno,No,No,Sí,weich,La duración y el impacto de la primera vez,KheuKhya,Female,Khya
R_3fwVGiN8LTyLl6Z,,,,,,,,,,hart,,KheuKhya,Male,Khya
R_3fwVGiN8LTyLl6Z,,,,,,,,,,hart,,KhyaKheu,Female,Khya
R_3g4WmTSYpTtbJbC,,,,,,,,,,hart,,KheuKhya,Female,Kheu
R_3g4WmTSYpTtbJbC,,,,,,,,,,hart,,KheuKhya,Male,Kheu
R_3HBrCzjTLK7NIJR,femenino,22,Castellano ,Nunca,Nunca,Ninguno,No,No,No,hart,El sonido elegi el sonido mas duro elnque me causó dolor de odios y malestar al esucharlo,KheuKhya,Male,Kheu
R_3HBrCzjTLK7NIJR,femenino,22,Castellano ,Nunca,Nunca,Ninguno,No,No,No,hart,El sonido elegi el sonido mas duro elnque me causó dolor de odios y malestar al esucharlo,KhyaKheu,Female,Kheu
R_3HuhgV3o960UN7C,,,,,,,,,,hart,,KheuKhya,Male,Khya
R_3HuhgV3o960UN7C,,,,,,,,,,hart,,KheuKhya,Male,Khya
R_3irohjVRQr0gWYi,femenino,33 años,Español,Nunca,Nunca,Ninguno,No,Sí,No,weich,"El tono, entre más bajo lo considero más blando.",KhyaKheu,Female,Kheu
R_3irohjVRQr0gWYi,femenino,33 años,Español,Nunca,Nunca,Ninguno,No,Sí,No,weich,"El tono, entre más bajo lo considero más blando.",KhyaKheu,Male,Kheu
R_3jcYHQhGAvy31Lg,,,,,,,,,,hart,,KheuKhya,Female,Kheu
R_3jcYHQhGAvy31Lg,,,,,,,,,,hart,,KheuKhya,Male,Kheu
R_3JmCB7QLbsT0tg9,,,,,,,,,,hart,,KheuKhya,Female,Kheu
R_3JmCB7QLbsT0tg9,,,,,,,,,,hart,,KheuKhya,Female,Kheu
R_3jTXlnZkUO7rm8U,femenino,22,español,Nunca,Nunca,Ninguno,No,Sí,No,weich,no,KhyaKheu,Female,Kheu
R_3jTXlnZkUO7rm8U,femenino,22,español,Nunca,Nunca,Ninguno,No,Sí,No,weich,no,KhyaKheu,Male,Khya
R_3kOkSJlSyVl4W39,femenino,34,Español,Nunca,Nunca,Ninguno,Quizás,Sí,No,weich,"El volumen, la duración y el tono el sonido ha sido lo que ha hecho tomar una decisión u otra.",KhyaKheu,Female,Khya
R_3kOkSJlSyVl4W39,femenino,34,Español,Nunca,Nunca,Ninguno,Quizás,Sí,No,weich,"El volumen, la duración y el tono el sonido ha sido lo que ha hecho tomar una decisión u otra.",KhyaKheu,Male,Khya
R_3L0l37MENXH3GWn,,,,,,,,,,weich,,KheuKhya,Female,Khya
R_3L0l37MENXH3GWn,,,,,,,,,,weich,,KhyaKheu,Male,Khya
R_3lEo2pbSBa8jOo5,femenino,20,Español y Catalán,Nunca,Nunca,Ninguno,No,Sí,Sí,weich,"Porque uno era velar y oclusivo, el otro era más relajado.",KheuKhya,Female,Khya
R_3lEo2pbSBa8jOo5,femenino,20,Español y Catalán,Nunca,Nunca,Ninguno,No,Sí,Sí,weich,"Porque uno era velar y oclusivo, el otro era más relajado.",KheuKhya,Male,Kheu
R_3LkfHXDRCbYVpcS,masculino,21,Castellano,Nunca,Nunca,Ninguno,No,No,No,hart,Me pareció más duro el que al principio sonaba más fuerte.,KheuKhya,Female,Kheu
R_3LkfHXDRCbYVpcS,masculino,21,Castellano,Nunca,Nunca,Ninguno,No,No,No,hart,Me pareció más duro el que al principio sonaba más fuerte.,KheuKhya,Male,Kheu
R_3m2KMWh0kaGuYxn,,,,,,,,,,weich,,KhyaKheu,Male,Khya
R_3m2KMWh0kaGuYxn,,,,,,,,,,weich,,KhyaKheu,Female,Khya
R_3MaIbU1sEehGzrt,femenino,23,Español,Nunca,Muy pocas veces,Ninguno,No,No,No,hart,"El hecho de sentir que oigo un sonido más fuerte, no tan aspirado como en las que marco como más blandas. ",KhyaKheu,Male,Kheu
R_3MaIbU1sEehGzrt,femenino,23,Español,Nunca,Muy pocas veces,Ninguno,No,No,No,hart,"El hecho de sentir que oigo un sonido más fuerte, no tan aspirado como en las que marco como más blandas. ",KheuKhya,Female,Kheu
R_3MGp9Daf3LoZE5q,femenino,25,Español,Nunca,Nunca,Ninguno,No,No,No,hart,"El primero me ha parecido un sonido más suave, el segundo más fuerte y más rápido",KhyaKheu,Male,Kheu
R_3MGp9Daf3LoZE5q,femenino,25,Español,Nunca,Nunca,Ninguno,No,No,No,hart,"El primero me ha parecido un sonido más suave, el segundo más fuerte y más rápido",KhyaKheu,Female,Kheu
R_3mlcMNnKzYqnQVy,femenino,37,Español,Nunca,Nunca,Ninguno,No,Sí,No,weich,El principio era más explosivo.,KhyaKheu,Female,Khya
R_3mlcMNnKzYqnQVy,femenino,37,Español,Nunca,Nunca,Ninguno,No,Sí,No,weich,El principio era más explosivo.,KhyaKheu,Male,Khya
R_3MoFjxd74IAWpKO,femenino,34,Española,Nunca,Nunca,Ninguno,No,No,No,hart,"La parte inicial del sonido fue la que me hizo definir si era más o menos ""duro""",KhyaKheu,Male,Khya
R_3MoFjxd74IAWpKO,femenino,34,Española,Nunca,Nunca,Ninguno,No,No,No,hart,"La parte inicial del sonido fue la que me hizo definir si era más o menos ""duro""",KhyaKheu,Female,Khya
R_3Mzf56V73QW9F3E,femenino,25,Español,Nunca,Nunca,Ninguno,No,No,No,weich,"Es el tipo de sonido, los más duros son mas repentinos y suenan un poco más alto, es difícil de poner en palabras",KheuKhya,Female,Khya
R_3Mzf56V73QW9F3E,femenino,25,Español,Nunca,Nunca,Ninguno,No,No,No,weich,"Es el tipo de sonido, los más duros son mas repentinos y suenan un poco más alto, es difícil de poner en palabras",KhyaKheu,Male,Khya
R_3noaWHr3KhGhZBv,masculino,55,español,Nunca,Nunca,Ninguno,No,No,No,hart,Sobre todo la agudeza o gravedad del mismo,KheuKhya,Male,Kheu
R_3noaWHr3KhGhZBv,masculino,55,español,Nunca,Nunca,Ninguno,No,No,No,hart,Sobre todo la agudeza o gravedad del mismo,KheuKhya,Male,Kheu
R_3NRsJkks7364U4u,femenino,36,Castellano,Nunca,Nunca,Ninguno,No,Quizás,No,hart,"El que catalogo como ""duro"" me parece que suena con más fuerza, con más volumen",KhyaKheu,Female,Kheu
R_3NRsJkks7364U4u,femenino,36,Castellano,Nunca,Nunca,Ninguno,No,Quizás,No,hart,"El que catalogo como ""duro"" me parece que suena con más fuerza, con más volumen",KhyaKheu,Male,Kheu
R_3nwn7is9CQys8Dz,,,,,,,,,,weich,,KhyaKheu,Male,Khya
R_3nwn7is9CQys8Dz,,,,,,,,,,weich,,KheuKhya,Female,Khya
R_3OoUJIlvaVTJsYO,masculino,25,Español,Nunca,Ocasionalmente,Ninguno,Quizás,Quizás,No,hart,"Intenté articular los sonidos así como los escuché y el que yo escogí como ""duro"" me implicaba más esfuerzo que el otro, tanto en la zona de la garganta como en la expresión facial; creo que relacioné eso con lo ""duro"".",KhyaKheu,Female,Kheu
R_3OoUJIlvaVTJsYO,masculino,25,Español,Nunca,Ocasionalmente,Ninguno,Quizás,Quizás,No,hart,"Intenté articular los sonidos así como los escuché y el que yo escogí como ""duro"" me implicaba más esfuerzo que el otro, tanto en la zona de la garganta como en la expresión facial; creo que relacioné eso con lo ""duro"".",KheuKhya,Male,Kheu
R_3Op5CFdGfBdTXYb,,,,,,,,,,hart,,KhyaKheu,Male,Khya
R_3Op5CFdGfBdTXYb,,,,,,,,,,hart,,KheuKhya,Female,Kheu
R_3p2MLjBxlh64UlP,femenino,45,español,Nunca,Nunca,Ninguno,No,No,No,weich,I consider the sounds soft or hard because thw impacr they have to my hearing,KhyaKheu,Male,Khya
R_3p2MLjBxlh64UlP,femenino,45,español,Nunca,Nunca,Ninguno,No,No,No,weich,I consider the sounds soft or hard because thw impacr they have to my hearing,KhyaKheu,Female,Kheu
R_3p3xXlkNhaX9HLQ,femenino,36,Castellano,Nunca,Nunca,Ninguno,No,No,No,hart,Quizás me han parecido menos duros los que alargan un pelín más el sonido,KheuKhya,Male,Kheu
R_3p3xXlkNhaX9HLQ,femenino,36,Castellano,Nunca,Nunca,Ninguno,No,No,No,hart,Quizás me han parecido menos duros los que alargan un pelín más el sonido,KheuKhya,Male,Kheu
R_3PGMvv8KRtVFY4o,masculino,32,Español,Nunca,Nunca,Ninguno,No,Sí,No,hart,En ambos casos he identificado el sonido duro con el que me ha parecido más brusco y cortante,KhyaKheu,Female,Kheu
R_3PGMvv8KRtVFY4o,masculino,32,Español,Nunca,Nunca,Ninguno,No,Sí,No,hart,En ambos casos he identificado el sonido duro con el que me ha parecido más brusco y cortante,KhyaKheu,Male,Kheu
R_3phEP3PZiyaXGrK,masculino,21,Espagnole anglais français ,Nunca,Nunca,Ninguno,No,Quizás,Sí,hart,No,KhyaKheu,Female,Khya
R_3phEP3PZiyaXGrK,masculino,21,Espagnole anglais français ,Nunca,Nunca,Ninguno,No,Quizás,Sí,hart,No,KheuKhya,Male,Khya
R_3q9vbhaMCNLiHnA,femenino,25,Español,Nunca,Muy pocas veces,Ninguno,No,No,Sí,hart,"Volumen/sonoridad (a mayor volumen o sonoridad, más 'duro')",KhyaKheu,Male,Khya
R_3q9vbhaMCNLiHnA,femenino,25,Español,Nunca,Muy pocas veces,Ninguno,No,No,Sí,hart,"Volumen/sonoridad (a mayor volumen o sonoridad, más 'duro')",KhyaKheu,Female,Kheu
R_3qBCBJ9ite61aap,otro,28,Inglés y español,Nunca,Nunca,Ninguno,Sí,Sí,Sí,hart,"Sé lo suficiente de fonética para saber que los sonidos que yo definiría como duros se deberían llamar blandos, pero traté de contestar según los definiría yo. En general, creo que las consonantes oculsivas me parecen más ""duras"".",KheuKhya,Male,Kheu
R_3qBCBJ9ite61aap,otro,28,Inglés y español,Nunca,Nunca,Ninguno,Sí,Sí,Sí,hart,"Sé lo suficiente de fonética para saber que los sonidos que yo definiría como duros se deberían llamar blandos, pero traté de contestar según los definiría yo. En general, creo que las consonantes oculsivas me parecen más ""duras"".",KhyaKheu,Female,Kheu
R_3QJeRHsw3ztsCFP,masculino,20,Español,Nunca,Muy pocas veces,Ninguno,No,Sí,No,hart,"Los audios duros eran cortantes, un bufido rápido. Por otro lado, los que considero blandos se disipaban.",KheuKhya,Male,Kheu
R_3QJeRHsw3ztsCFP,masculino,20,Español,Nunca,Muy pocas veces,Ninguno,No,Sí,No,hart,"Los audios duros eran cortantes, un bufido rápido. Por otro lado, los que considero blandos se disipaban.",KhyaKheu,Female,Kheu
R_3RaLibCNbXSoBTn,masculino,32,Español,Nunca,Nunca,Ninguno,No,No,No,weich,"Creo que el sonido que me parece más blando en los dos casos es el que alcanza menos intensidad, menos decibelios, el que resulta menos molesto escuchado a través de los auriculares.",KhyaKheu,Male,Khya
R_3RaLibCNbXSoBTn,masculino,32,Español,Nunca,Nunca,Ninguno,No,No,No,weich,"Creo que el sonido que me parece más blando en los dos casos es el que alcanza menos intensidad, menos decibelios, el que resulta menos molesto escuchado a través de los auriculares.",KheuKhya,Female,Khya
R_3RgYRZBHOtbFca0,,,,,,,,,,weich,,KheuKhya,Female,Kheu
R_3RgYRZBHOtbFca0,,,,,,,,,,weich,,KheuKhya,Male,Khya
R_3sghfmS63ITb0U0,femenino,32,"Español (peninsular), catalán y francés.",Nunca,Nunca,Ninguno,No,Quizás,Sí,hart,Supongo que el énfasis combinado con la duración. Los sonidos más prolongados sonaban un poco más suaves. Los sonidos más duros sonaban más abruptos y cortos.,KheuKhya,Female,Kheu
R_3sghfmS63ITb0U0,femenino,32,"Español (peninsular), catalán y francés.",Nunca,Nunca,Ninguno,No,Quizás,Sí,hart,Supongo que el énfasis combinado con la duración. Los sonidos más prolongados sonaban un poco más suaves. Los sonidos más duros sonaban más abruptos y cortos.,KhyaKheu,Male,Kheu
R_3siYgwFNS6HFctQ,femenino,25,Español,Nunca,Nunca,Ninguno,No,Sí,No,weich,Me ha parecido que las más duras eran “plosives”. Creo que las que he reconocido como blandas eran más fricativas. ,KhyaKheu,Male,Khya
R_3siYgwFNS6HFctQ,femenino,25,Español,Nunca,Nunca,Ninguno,No,Sí,No,weich,Me ha parecido que las más duras eran “plosives”. Creo que las que he reconocido como blandas eran más fricativas. ,KheuKhya,Female,Khya
R_3suz8gGqXMW3Mk8,,,,,,,,,,weich,,KhyaKheu,Male,Khya
R_3suz8gGqXMW3Mk8,,,,,,,,,,weich,,KhyaKheu,Male,Khya
R_3wODVTCQFiAfKZr,,,,,,,,,,weich,,KhyaKheu,Female,Khya
R_3wODVTCQFiAfKZr,,,,,,,,,,weich,,KhyaKheu,Male,Khya
R_4GjULCorPwOtrz3,masculino,23,Español,Nunca,Nunca,Ninguno,No,No,No,hart,La agresividad del que produce el sonido,KheuKhya,Female,Kheu
R_4GjULCorPwOtrz3,masculino,23,Español,Nunca,Nunca,Ninguno,No,No,No,hart,La agresividad del que produce el sonido,KhyaKheu,Male,Kheu
R_5hc9LJ5D5JyTaff,masculino,34,Castellano,Visitas cortas,Nunca,Ninguno,Sí,Sí,No,weich,"El grado de aspiracion es diferente en ambos, la respiracion al terminar, ",KhyaKheu,Female,Khya
R_5hc9LJ5D5JyTaff,masculino,34,Castellano,Visitas cortas,Nunca,Ninguno,Sí,Sí,No,weich,"El grado de aspiracion es diferente en ambos, la respiracion al terminar, ",KheuKhya,Male,Khya
R_6S5I7o0sh7Zd9eh,femenino,19,Español,Nunca,Nunca,Ninguno,No,No,No,hart,"Me parece que a la hora de interpretar cual sonido era mas ""blando"" y cual más ""duro"" tuvo un papel muy importante la rapidez con la que se escuchaban los mismos; es decir, quiza en el primer audio se hacía el sonido más pausadamente y en el otro era más rápido (por asi decirlo) y entonces interpretaba que el más lento era el más blando. Sin embargo en la segunda parte cuando me di cuenta de ello intente responder en base al sonido en si mismo y no como se lo interpretaba.",KheuKhya,Female,Kheu
R_6S5I7o0sh7Zd9eh,femenino,19,Español,Nunca,Nunca,Ninguno,No,No,No,hart,"Me parece que a la hora de interpretar cual sonido era mas ""blando"" y cual más ""duro"" tuvo un papel muy importante la rapidez con la que se escuchaban los mismos; es decir, quiza en el primer audio se hacía el sonido más pausadamente y en el otro era más rápido (por asi decirlo) y entonces interpretaba que el más lento era el más blando. Sin embargo en la segunda parte cuando me di cuenta de ello intente responder en base al sonido en si mismo y no como se lo interpretaba.",KheuKhya,Male,Kheu
R_6VTaccp8LUiQS9r,femenino,50,Castellano,Nunca,Nunca,Ninguno,No,No,No,weich,Voz femenina = blando,KheuKhya,Female,Kheu
R_6VTaccp8LUiQS9r,femenino,50,Castellano,Nunca,Nunca,Ninguno,No,No,No,weich,Voz femenina = blando,KhyaKheu,Male,Kheu
R_6yDN1VQwihjqfXr,masculino,35,Castellano y Valenciano (Catalán Occidental) ,Nunca,Nunca,Ninguno,No,Sí,No,hart,"Lo que se marca el sonido k y lo lejos que esté del principio de la pista. A más cerca del inicio de la ""palabra"" más duro me suena ",KheuKhya,Female,Kheu
R_6yDN1VQwihjqfXr,masculino,35,Castellano y Valenciano (Catalán Occidental) ,Nunca,Nunca,Ninguno,No,Sí,No,hart,"Lo que se marca el sonido k y lo lejos que esté del principio de la pista. A más cerca del inicio de la ""palabra"" más duro me suena ",KheuKhya,Male,Kheu
R_9EwygsCUGzJame5,,,,,,,,,,weich,,KheuKhya,Male,Khya
R_9EwygsCUGzJame5,,,,,,,,,,weich,,KhyaKheu,Female,Khya
R_9FGUAU0w951K1l7,masculino,35,castellano,Nunca,Muy pocas veces,Ninguno,No,Sí,Sí,weich,No,KhyaKheu,Female,Kheu
R_9FGUAU0w951K1l7,masculino,35,castellano,Nunca,Muy pocas veces,Ninguno,No,Sí,Sí,weich,No,KheuKhya,Male,Kheu
R_9FgyOhaE8PmUaB3,masculino,42,Catalan y Castellano,Nunca,Muy pocas veces,Ninguno,No,No,No,hart,"El sonido 'duro' era hecho como con la boca cerrada mientras que el 'blando' era más vocal, con la 'a'.",KhyaKheu,Male,Kheu
R_9FgyOhaE8PmUaB3,masculino,42,Catalan y Castellano,Nunca,Muy pocas veces,Ninguno,No,No,No,hart,"El sonido 'duro' era hecho como con la boca cerrada mientras que el 'blando' era más vocal, con la 'a'.",KheuKhya,Female,Kheu
R_9HN0fM11BvyNp6h,femenino,62,Español,Nunca,Nunca,Ninguno,No,No,No,hart,La prolongación en el tiempo del segundo.,KheuKhya,Male,Kheu
R_9HN0fM11BvyNp6h,femenino,62,Español,Nunca,Nunca,Ninguno,No,No,No,hart,La prolongación en el tiempo del segundo.,KheuKhya,Male,Kheu
R_9nu26t0J8c7FcNH,,,,,,,,,,weich,,KhyaKheu,Male,Khya
R_9nu26t0J8c7FcNH,,,,,,,,,,weich,,KhyaKheu,Female,Khya
R_BQUbwNBSrFmSaRj,femenino,52,Español,Nunca,Muy pocas veces,Ninguno,No,No,No,weich,"creo que mi elección tiene que ver con el sonido ""K"" ",KhyaKheu,Male,Khya
R_BQUbwNBSrFmSaRj,femenino,52,Español,Nunca,Muy pocas veces,Ninguno,No,No,No,weich,"creo que mi elección tiene que ver con el sonido ""K"" ",KheuKhya,Female,Khya
R_BWmgUmAV2A4mBnH,,,,,,,,,,weich,,KheuKhya,Male,Khya
R_BWmgUmAV2A4mBnH,,,,,,,,,,weich,,KhyaKheu,Female,Khya
R_bwnw48dOhh7Yvhn,femenino,67,Castellano,Nunca,Nunca,Ninguno,No,Sí,No,hart,"'+Duro= más corto, más enérgico / - Duro= más prolongado",KheuKhya,Male,Kheu
R_bwnw48dOhh7Yvhn,femenino,67,Castellano,Nunca,Nunca,Ninguno,No,Sí,No,hart,"'+Duro= más corto, más enérgico / - Duro= más prolongado",KheuKhya,Male,Kheu
R_cCRR6bUT3pHx1rb,masculino,20,Español,Nunca,Nunca,Ninguno,No,No,No,hart,"El criterio para seleccionar el más ""duro"" ha sido porque el  más suave lo identificaba con un suspiro.",KhyaKheu,Male,Khya
R_cCRR6bUT3pHx1rb,masculino,20,Español,Nunca,Nunca,Ninguno,No,No,No,hart,"El criterio para seleccionar el más ""duro"" ha sido porque el  más suave lo identificaba con un suspiro.",KhyaKheu,Female,Kheu
R_cH2vTE6Jyi6tSud,masculino,39,"Catalán, Español, Inglés",Nunca,Muy pocas veces,Ninguno,No,Sí,No,weich,uno es más seco mientras que el otro es más largo,KhyaKheu,Male,Khya
R_cH2vTE6Jyi6tSud,masculino,39,"Catalán, Español, Inglés",Nunca,Muy pocas veces,Ninguno,No,Sí,No,weich,uno es más seco mientras que el otro es más largo,KhyaKheu,Female,Khya
R_D00z74D9P45mH1n,femenino,40,catalán,Visitas cortas,Nunca,Ninguno,Quizás,Sí,No,weich,"El segundo me recuerda al sonido que hacemos cuando imitamos a un león. Es más explosivo, más agresivo. ",KhyaKheu,Male,Khya
R_D00z74D9P45mH1n,femenino,40,catalán,Visitas cortas,Nunca,Ninguno,Quizás,Sí,No,weich,"El segundo me recuerda al sonido que hacemos cuando imitamos a un león. Es más explosivo, más agresivo. ",KhyaKheu,Female,Khya
R_e8umll5bjz4VT4R,femenino,25,Español,Nunca,Nunca,Ninguno,No,No,No,hart,No se,KhyaKheu,Female,Kheu
R_e8umll5bjz4VT4R,femenino,25,Español,Nunca,Nunca,Ninguno,No,No,No,hart,No se,KhyaKheu,Male,Kheu
R_OCk5w30tS9l85GN,femenino,27,Español,,,,,,,hart,"Consideré a los sonidos ""duros"" los que percibí con mayor volúmen",KheuKhya,Male,Khya
R_OCk5w30tS9l85GN,femenino,27,Español,,,,,,,hart,"Consideré a los sonidos ""duros"" los que percibí con mayor volúmen",KheuKhya,Male,Kheu
R_p3oTw7ovZZ9o0Pn,masculino,41,castellano,Nunca,Muy pocas veces,Ninguno,No,No,No,weich,"Los suenan con la vocal ""a"" suenan mas blandos, mientras que los que suenan con la ""e"" parecen mas duros.",KhyaKheu,Male,Khya
R_p3oTw7ovZZ9o0Pn,masculino,41,castellano,Nunca,Muy pocas veces,Ninguno,No,No,No,weich,"Los suenan con la vocal ""a"" suenan mas blandos, mientras que los que suenan con la ""e"" parecen mas duros.",KheuKhya,Female,Khya
R_qCNLwZsISueBkDD,masculino,40,Español ,Visitas cortas,Nunca,Ninguno,Sí,Sí,Quizás,hart,"El segundo ejercicio eran latigazos. El primero exhalaciónes de una chica simulando el ruido de una bala. El primero dellos era más cool, más duro. ",KheuKhya,Male,Kheu
R_qCNLwZsISueBkDD,masculino,40,Español ,Visitas cortas,Nunca,Ninguno,Sí,Sí,Quizás,hart,"El segundo ejercicio eran latigazos. El primero exhalaciónes de una chica simulando el ruido de una bala. El primero dellos era más cool, más duro. ",KheuKhya,Male,Khya
R_qDZlvNNk5mrlL4B,,,,,,,,,,weich,,KheuKhya,Male,Kheu
R_qDZlvNNk5mrlL4B,,,,,,,,,,weich,,KheuKhya,Female,Khya
