ID,Gender,Age,Native,KoreanVisit,KoreanDrama,KoreanLanguage,SojuQuestion,KoreanRestaurant,KoreanFriends,Qualitative,Condition,StimGender,Resp,RespType,Question
R_22GpbI63OZwSOEM,female,58,English,Never,Rarely,None,No,Yes,Yes,"The loudest sound seems to reflect a stronger alcohol content. If a person sips a beer, there is no sound, if you have a shot of moonshine, you are a lot louder!",KhyaKheu,Male,First,Khya,30%
R_23Vsp8MvlRQI6Mj,male,33,English,Short visit(s),Rarely,None,No,Yes,Yes,"I felt the 30% liqueur would have a stronger, louder response associated with it, hence why I chose the way that I did.",KhyaKheu,Male,First,Khya,30%
R_23Vsp8MvlRQI6Mj,male,33,English,Short visit(s),Rarely,None,No,Yes,Yes,"I felt the 30% liqueur would have a stronger, louder response associated with it, hence why I chose the way that I did.",KhyaKheu,Female,Second,Kheu,30%
R_27NVGj57nfGiCH7,male,38,English,Never,Never,None,No,No,No,I chose at random,KheuKhya,Female,Second,Khya,30%
R_27NVGj57nfGiCH7,male,38,English,Never,Never,None,No,No,No,I chose at random,KheuKhya,Male,Second,Khya,30%
R_2aww8LOQb1fepGI,female,32,English,Never,Rarely,None,No,Yes,Yes,"I felt the more harsh sounds would match the 30% alcohol, because people would perceive the kick to be stronger even if the tastes were the same.",KheuKhya,Male,Second,Khya,30%
R_2aww8LOQb1fepGI,female,32,English,Never,Rarely,None,No,Yes,Yes,"I felt the more harsh sounds would match the 30% alcohol, because people would perceive the kick to be stronger even if the tastes were the same.",KheuKhya,Female,First,Kheu,30%
R_2AXvVHrhx0P6AwT,female,59,English,Short visit(s),Never,None,No,No,No,"While listening to the sounds, I remembered how I felt the first time I tasted sake many years ago and how it just threw me back because I was totally unprepared for the taste and temperature.",KheuKhya,Male,First,Kheu,30%
R_2AXvVHrhx0P6AwT,female,59,English,Short visit(s),Never,None,No,No,No,"While listening to the sounds, I remembered how I felt the first time I tasted sake many years ago and how it just threw me back because I was totally unprepared for the taste and temperature.",KheuKhya,Female,Second,Khya,30%
R_2CfTNBQlwRnA0Yr,male,37,English,Lived 0-5 years,Rarely,Novice,Yes,Yes,No,"the 30% should be a louder, sharper sound.",KheuKhya,Female,First,Kheu,30%
R_2CfTNBQlwRnA0Yr,male,37,English,Lived 0-5 years,Rarely,Novice,Yes,Yes,No,"the 30% should be a louder, sharper sound.",KheuKhya,Male,Second,Khya,30%
R_2czILJnFlc25ax2,male,27,english,Never,Never,None,Yes,Yes,Yes,I thought a longer and deeper sound would fit rice liquor better.,KhyaKheu,Male,First,Khya,30%
R_2czILJnFlc25ax2,male,27,english,Never,Never,None,Yes,Yes,Yes,I thought a longer and deeper sound would fit rice liquor better.,KhyaKheu,Female,Second,Kheu,30%
R_2PaKKH1bfPkFwOS,male,33,english,Never,Never,None,No,No,No,"the sounds i picked seemed a lil more unplesant, so assumed it was the stronger liqour causing it. other then that no clue. ",KhyaKheu,Female,Second,Kheu,30%
R_2PaKKH1bfPkFwOS,male,33,english,Never,Never,None,No,No,No,"the sounds i picked seemed a lil more unplesant, so assumed it was the stronger liqour causing it. other then that no clue. ",KhyaKheu,Male,Second,Kheu,30%
R_2QWgY94mMWuWMdK,male,25,English,Never,Never,None,No,Maybe,Yes,The harsher sounds or lower sounds seemed to remind me of an unpleasant sound which made me think it had more alcohol in it.,KhyaKheu,Male,Second,Kheu,30%
R_2QWgY94mMWuWMdK,male,25,English,Never,Never,None,No,Maybe,Yes,The harsher sounds or lower sounds seemed to remind me of an unpleasant sound which made me think it had more alcohol in it.,KheuKhya,Female,First,Kheu,30%
R_2QYafby0zp8immQ,male,21,English,Short visit(s),Occasionally,Intermediate,No,Yes,Yes,"I chose the shorter and sharper sound for the 30% alcohol content because it sounds more ""wow that was strong""",KhyaKheu,Male,Second,Kheu,30%
R_2QYafby0zp8immQ,male,21,English,Short visit(s),Occasionally,Intermediate,No,Yes,Yes,"I chose the shorter and sharper sound for the 30% alcohol content because it sounds more ""wow that was strong""",KhyaKheu,Female,First,Khya,30%
R_2ri6kB7x5UXIKS0,,NA,,,,,,,,,NA,NA,NA,NA,30%
R_2ri6kB7x5UXIKS0,,NA,,,,,,,,,NA,NA,NA,NA,30%
R_2SrGDS06o21Udxm,female,22,english,Never,Never,None,No,No,No,"To me the sound that seemed to have a ""c"" noise would take more effort and one would need to have a good reason to put that much work into showing disguist or displeasure. Though I will say it was hard not to choose the first choices because they seemed more fluid. ",KhyaKheu,Male,Second,Kheu,30%
R_2SrGDS06o21Udxm,female,22,english,Never,Never,None,No,No,No,"To me the sound that seemed to have a ""c"" noise would take more effort and one would need to have a good reason to put that much work into showing disguist or displeasure. Though I will say it was hard not to choose the first choices because they seemed more fluid. ",KheuKhya,Female,First,Kheu,30%
R_2tKI1VVWna8fQP9,female,23,English,Never,Rarely,None,No,No,No,The ones that sound more bubbly or carbonated I associated with the 30%. I don't have any particular rationale besides that. ,KhyaKheu,Female,First,Khya,30%
R_2tKI1VVWna8fQP9,female,23,English,Never,Rarely,None,No,No,No,The ones that sound more bubbly or carbonated I associated with the 30%. I don't have any particular rationale besides that. ,KheuKhya,Male,First,Kheu,30%
R_2uE6QO6vLurEVWt,male,48,english,Short visit(s),Never,Intermediate,Yes,Yes,No,"30% is stronger so stronger sounding file is the one I chose. and in both cases, the second sounded stronger. ",KheuKhya,Male,Second,Khya,30%
R_2uE6QO6vLurEVWt,male,48,english,Short visit(s),Never,Intermediate,Yes,Yes,No,"30% is stronger so stronger sounding file is the one I chose. and in both cases, the second sounded stronger. ",KheuKhya,Female,Second,Khya,30%
R_2vc9p80VbBcZtLq,male,53,English,Never,Rarely,None,No,Yes,No,"I associated the lower pitched and slightly louder sound with higher alcohol content.  I don't know if that is correct or not, but it is my first instinct for the sounds.",KheuKhya,Female,First,Kheu,30%
R_2vc9p80VbBcZtLq,male,53,English,Never,Rarely,None,No,Yes,No,"I associated the lower pitched and slightly louder sound with higher alcohol content.  I don't know if that is correct or not, but it is my first instinct for the sounds.",KhyaKheu,Male,Second,Kheu,30%
R_2VEnr6CY7xTZuuN,female,42,english,Never,Occasionally,None,Maybe,Yes,No,the louder as being the 30% no other reason,KhyaKheu,Male,First,Khya,30%
R_2VEnr6CY7xTZuuN,female,42,english,Never,Occasionally,None,Maybe,Yes,No,the louder as being the 30% no other reason,KheuKhya,Female,First,Kheu,30%
R_2yrZ61AGPf3oYDh,female,51,English,Never,Never,None,No,No,No,The second one sounded like it had more fizz to it,KhyaKheu,Female,Second,Kheu,30%
R_2yrZ61AGPf3oYDh,female,51,English,Never,Never,None,No,No,No,The second one sounded like it had more fizz to it,KheuKhya,Male,Second,Khya,30%
R_2ZWbjvRotZiFN82,male,28,English,Never,Never,None,No,Maybe,No,I felt like the longer noises helped to determine 30%.,KheuKhya,Male,Second,Khya,30%
R_2ZWbjvRotZiFN82,male,28,English,Never,Never,None,No,Maybe,No,I felt like the longer noises helped to determine 30%.,KhyaKheu,Female,First,Khya,30%
R_33l1WvQPMf0tHdV,male,24,English,Never,Rarely,None,No,Maybe,Maybe,I thought the 30% liquor would have a higher pitch,KheuKhya,Female,Second,Khya,30%
R_33l1WvQPMf0tHdV,male,24,English,Never,Rarely,None,No,Maybe,Maybe,I thought the 30% liquor would have a higher pitch,KhyaKheu,Male,First,Khya,30%
R_3CCP7IjDUdp7e4W,female,21,English,Never,Rarely,None,No,No,No,I went for what sound was stronger/more prominent for the higher percentage,KheuKhya,Female,First,Kheu,30%
R_3CCP7IjDUdp7e4W,female,21,English,Never,Rarely,None,No,No,No,I went for what sound was stronger/more prominent for the higher percentage,KheuKhya,Male,First,Kheu,30%
R_3dS07sHXlEx96wp,male,25,English,Short visit(s),Rarely,None,No,Yes,Yes,"The louder the noise, the more I associated with the higher alcohol percentage.",KhyaKheu,Female,Second,Kheu,30%
R_3dS07sHXlEx96wp,male,25,English,Short visit(s),Rarely,None,No,Yes,Yes,"The louder the noise, the more I associated with the higher alcohol percentage.",KheuKhya,Male,Second,Khya,30%
R_3IYP2lEvCKOxxoM,female,49,English,Never,Rarely,None,No,Maybe,Maybe,I tried to imagine the person who seemed more intoxicated and pictured her making the sound.,KhyaKheu,Female,First,Khya,30%
R_3IYP2lEvCKOxxoM,female,49,English,Never,Rarely,None,No,Maybe,Maybe,I tried to imagine the person who seemed more intoxicated and pictured her making the sound.,KheuKhya,Male,Second,Khya,30%
R_3KCQi7X2lMlJOgc,male,21,English,Never,Rarely,None,No,Maybe,No,I picked the sound that sounded harsher as the one with a higher alcohol content.,KheuKhya,Male,Second,Khya,30%
R_3KCQi7X2lMlJOgc,male,21,English,Never,Rarely,None,No,Maybe,No,I picked the sound that sounded harsher as the one with a higher alcohol content.,KheuKhya,Female,First,Kheu,30%
R_3kjQWDXsY8kdbkg,male,42,English,Never,Never,None,No,Yes,No,The sounds I picked sounded more intense and pronounced to my ear.,KheuKhya,Female,Second,Khya,30%
R_3kjQWDXsY8kdbkg,male,42,English,Never,Never,None,No,Yes,No,The sounds I picked sounded more intense and pronounced to my ear.,KhyaKheu,Male,First,Khya,30%
R_3koHVN4itiSe5ZP,male,28,English,Never,Rarely,None,No,Maybe,Maybe,I for some reason believe a drink with a higher alcohol content would have a lighter-duller sound. ,KhyaKheu,Female,First,Khya,30%
R_3koHVN4itiSe5ZP,male,28,English,Never,Rarely,None,No,Maybe,Maybe,I for some reason believe a drink with a higher alcohol content would have a lighter-duller sound. ,KhyaKheu,Male,Second,Kheu,30%
R_3PbeY8xLaA1jD79,male,31,Spanish,Never,Never,None,No,Yes,No,The sounds I selected were closer to the sounds of (pain) in my opinion than refreshment.,KheuKhya,Male,First,Kheu,30%
R_3PbeY8xLaA1jD79,male,31,Spanish,Never,Never,None,No,Yes,No,The sounds I selected were closer to the sounds of (pain) in my opinion than refreshment.,KheuKhya,Female,First,Kheu,30%
R_3rScv4yqc74M0ZS,female,22,English,Never,Rarely,None,No,Yes,No,"One of the sounds seemed more open and relaxed to me, and that's the one I picked for the 30% liquor.",KhyaKheu,Female,Second,Kheu,30%
R_3rScv4yqc74M0ZS,female,22,English,Never,Rarely,None,No,Yes,No,"One of the sounds seemed more open and relaxed to me, and that's the one I picked for the 30% liquor.",KhyaKheu,Male,First,Khya,30%
R_3RxQH6J6d8GBPlo,male,25,english,Never,Rarely,None,No,No,Yes,"So I'm guessing the alcohol contain yeast, and it produces carbon dioxide which create the sound. So the deeper? the sound is the more alcohol it contain? I don't know man I just I guess. ",KheuKhya,Female,Second,Khya,30%
R_3RxQH6J6d8GBPlo,male,25,english,Never,Rarely,None,No,No,Yes,"So I'm guessing the alcohol contain yeast, and it produces carbon dioxide which create the sound. So the deeper? the sound is the more alcohol it contain? I don't know man I just I guess. ",KheuKhya,Male,Second,Khya,30%
R_5737cOxn1s8u7i9,male,21,English and Hungarian,Never,Occasionally,None,No,Yes,Maybe,"The first sound clip sounded more concentrated while the second one seemed to evaporate in a sense. For this reason, I decided to associate the first sound clip with the 30% alcohol, the more concentrated alcohol content.",KheuKhya,Male,First,Kheu,30%
R_5737cOxn1s8u7i9,male,21,English and Hungarian,Never,Occasionally,None,No,Yes,Maybe,"The first sound clip sounded more concentrated while the second one seemed to evaporate in a sense. For this reason, I decided to associate the first sound clip with the 30% alcohol, the more concentrated alcohol content.",KhyaKheu,Female,First,Khya,30%
R_9MsQfmppuxBLwcN,female,24,english,Never,Rarely,None,No,Maybe,Yes,"I mostly guessed, but for both sets of sounds I associated the one that, to me, sounded a bit stronger/more forceful with the higher alcohol content. ",KhyaKheu,Male,Second,Kheu,30%
R_9MsQfmppuxBLwcN,female,24,english,Never,Rarely,None,No,Maybe,Yes,"I mostly guessed, but for both sets of sounds I associated the one that, to me, sounded a bit stronger/more forceful with the higher alcohol content. ",KheuKhya,Female,Second,Khya,30%
R_AiWWdX3xh1DvJHr,male,34,Tamil,Never,Occasionally,None,No,Yes,Maybe,There is some difference in the vocal sound. Based on that I have selected the options.,KheuKhya,Female,Second,Khya,30%
R_AiWWdX3xh1DvJHr,male,34,Tamil,Never,Occasionally,None,No,Yes,Maybe,There is some difference in the vocal sound. Based on that I have selected the options.,KheuKhya,Male,Second,Khya,30%
R_BE3kzshuX2UGZQl,,NA,,,,,,,,,KhyaKheu,Male,First,Khya,30%
R_BE3kzshuX2UGZQl,,NA,,,,,,,,,KheuKhya,Female,Second,Khya,30%
R_D92LpJZKOInW6Yh,male,33,English,Never,Rarely,None,No,No,No,I feel like I associated the 'stronger' sounding noise to the 30% alcohol since it was the stronger of two drinks.,KhyaKheu,Male,Second,Kheu,30%
R_D92LpJZKOInW6Yh,male,33,English,Never,Rarely,None,No,No,No,I feel like I associated the 'stronger' sounding noise to the 30% alcohol since it was the stronger of two drinks.,KheuKhya,Female,First,Kheu,30%
R_e4CNhiKHpuoYqyd,female,31,english,Never,Never,None,No,No,No,I chose the sound with the highest pitch for the 30% and the lower for 15%,KheuKhya,Male,First,Kheu,30%
R_e4CNhiKHpuoYqyd,female,31,english,Never,Never,None,No,No,No,I chose the sound with the highest pitch for the 30% and the lower for 15%,KhyaKheu,Female,First,Khya,30%
R_Oktw4LwQZwQ1NgR,female,33,English,Never,Never,None,No,Yes,No,I picked the sound that sounded more jarring or distinct to me because I think a 30% liquor would be much more jarring to drink in terms of overall effect on the body.,KheuKhya,Female,Second,Khya,30%
R_Oktw4LwQZwQ1NgR,female,33,English,Never,Never,None,No,Yes,No,I picked the sound that sounded more jarring or distinct to me because I think a 30% liquor would be much more jarring to drink in terms of overall effect on the body.,KhyaKheu,Male,First,Khya,30%
R_pE5FavNabijZG7L,female,32,English,Never,Never,None,No,Yes,Yes,I thought that the one that was deeper and less high pitched might be the 30% but I don't know why I decided that. ,KhyaKheu,Female,Second,Kheu,30%
R_pE5FavNabijZG7L,female,32,English,Never,Never,None,No,Yes,Yes,I thought that the one that was deeper and less high pitched might be the 30% but I don't know why I decided that. ,KhyaKheu,Male,First,Khya,30%
R_PYS3w0Q6Zrp4BLb,male,31,English,Never,Never,None,No,No,No,I associated the harsher sound with the higher tax.,KhyaKheu,Male,First,Khya,30%
R_PYS3w0Q6Zrp4BLb,male,31,English,Never,Never,None,No,No,No,I associated the harsher sound with the higher tax.,KhyaKheu,Female,Second,Kheu,30%
R_PZO1ygJGrEAvlF7,female,45,English,Never,Rarely,None,No,Yes,Yes,The longer sound seemed as if someone was reacting more to the higher alcohol.  Or what the sound I assume they would make.  ,KheuKhya,Female,First,Kheu,30%
R_PZO1ygJGrEAvlF7,female,45,English,Never,Rarely,None,No,Yes,Yes,The longer sound seemed as if someone was reacting more to the higher alcohol.  Or what the sound I assume they would make.  ,KhyaKheu,Male,First,Khya,30%
R_R93ENdYoeA4Ga53,female,29,english,Never,Never,None,No,Yes,No,picked the one that sounded more dramatic,KheuKhya,Male,Second,Khya,30%
R_R93ENdYoeA4Ga53,female,29,english,Never,Never,None,No,Yes,No,picked the one that sounded more dramatic,KhyaKheu,Female,Second,Kheu,30%
R_ssMFjOSHSrWtuHn,female,32,English,Never,Rarely,None,No,Yes,No,I picked the louder one for more alcohol,KheuKhya,Male,Second,Khya,30%
R_ssMFjOSHSrWtuHn,female,32,English,Never,Rarely,None,No,Yes,No,I picked the louder one for more alcohol,KhyaKheu,Female,Second,Kheu,30%
R_xFNsbgHBZgXQLfz,male,45,English,Never,Rarely,None,Yes,Yes,No,I would assume the 30% alcohol might burn more going down one's throat and I thought the second files in both questions correlated with this assumption. ,KhyaKheu,Male,Second,Kheu,30%
R_xFNsbgHBZgXQLfz,male,45,English,Never,Rarely,None,Yes,Yes,No,I would assume the 30% alcohol might burn more going down one's throat and I thought the second files in both questions correlated with this assumption. ,KhyaKheu,Female,Second,Kheu,30%
R_xhCQ4edHakXS3Ad,female,42,English,Never,Rarely,None,Yes,Yes,Yes,The stronger physical response sound made me think of the stronger alcohol content.  ,KhyaKheu,Male,Second,Kheu,30%
R_xhCQ4edHakXS3Ad,female,42,English,Never,Rarely,None,Yes,Yes,Yes,The stronger physical response sound made me think of the stronger alcohol content.  ,KheuKhya,Female,First,Kheu,30%
