ID,Gender,Native,KoreanVisit,KoreanDrama,KoreanLanguage,SojuQuestion,KoreanRestaurant,KoreanFriends,Qualitative,Condition,StimGender,Resp,RespType,Question
R_2yrT8fMIVCZL3cc,female,"english, mandarin, cantonese, malay",Short visit(s),Regularly,None,Yes,Yes,Yes,I just followed my gut.,KheuKhya,Male,First,Kheu,female
R_2zx4JAd7GdiGdPO,male,english,Never,Never,None,No,Maybe,No,Higher pitched sounds sound more female but it was difficult,KhyaKheu,Male,Second,Kheu,female
R_2zx4JAd7GdiGdPO,male,english,Never,Never,None,No,Maybe,No,Higher pitched sounds sound more female but it was difficult,KheuKhya,Female,Second,Khya,female
R_30jHpVJnmLbJWN4,male,English,Never,Never,None,No,No,No,I just went what sounded more feminine to me.  That's it.,KhyaKheu,Female,First,Khya,female
R_30jHpVJnmLbJWN4,male,English,Never,Never,None,No,No,No,I just went what sounded more feminine to me.  That's it.,KhyaKheu,Male,First,Khya,female
R_30ufLR7Hwp53AZb,male,English,Never,Never,None,Yes,Yes,Yes,they all sounded like female but there was a low pitch in two of them.,KhyaKheu,Male,First,Khya,female
R_30ufLR7Hwp53AZb,male,English,Never,Never,None,Yes,Yes,Yes,they all sounded like female but there was a low pitch in two of them.,KhyaKheu,Female,Second,Kheu,female
R_31cm5a5ttMqhEnV,male,English,Never,Rarely,None,No,Maybe,No,I cant even tell you. I just used my intuition. ,KhyaKheu,Female,First,Khya,female
R_31cm5a5ttMqhEnV,male,English,Never,Rarely,None,No,Maybe,No,I cant even tell you. I just used my intuition. ,KheuKhya,Male,Second,Khya,female
R_31MKXa0vk8q9OAs,female,English,Never,Never,None,No,Yes,No,The tone of the voice making the sound,KheuKhya,Female,First,Kheu,female
R_31MKXa0vk8q9OAs,female,English,Never,Never,None,No,Yes,No,The tone of the voice making the sound,KheuKhya,Male,Second,Khya,female
R_3EolbPqTZiX04Ep,female,english,Never,Rarely,None,No,Yes,No,I just went with what I thought sounded more female to me.  I didn't really notice anything else in particular.,KhyaKheu,Male,First,Khya,female
R_3EolbPqTZiX04Ep,female,english,Never,Rarely,None,No,Yes,No,I just went with what I thought sounded more female to me.  I didn't really notice anything else in particular.,KhyaKheu,Female,Second,Kheu,female
R_3EumBcwfvHu3Khn,female,English,Never,Never,None,No,No,No,I think the main thing I listened for was the pitch of the voice. If it seemed higher I chose that one as being more female sounding.,KhyaKheu,Female,Second,Kheu,female
R_3EumBcwfvHu3Khn,female,English,Never,Never,None,No,No,No,I think the main thing I listened for was the pitch of the voice. If it seemed higher I chose that one as being more female sounding.,KheuKhya,Male,Second,Khya,female
R_3G1UvWuN78dZ7zy,female,English,Never,Never,None,No,No,No,"The first one, I think it was a softer sound. The second one, I could almost imagine a female person making that sound, compared with the other.",KheuKhya,Female,Second,Khya,female
R_3G1UvWuN78dZ7zy,female,English,Never,Never,None,No,No,No,"The first one, I think it was a softer sound. The second one, I could almost imagine a female person making that sound, compared with the other.",KhyaKheu,Male,First,Khya,female
R_3G9S3PamgYRqc56,male,english,Never,Don't know,None,No,No,No,no,KheuKhya,Female,Second,Khya,female
R_3G9S3PamgYRqc56,male,english,Never,Don't know,None,No,No,No,no,KhyaKheu,Male,Second,Kheu,female
R_3HugpGo2KVAWNsV,female,english,Never,Never,None,Yes,Yes,No,just the ones with the higher tone sounded more female,KheuKhya,Male,Second,Khya,female
R_3HugpGo2KVAWNsV,female,english,Never,Never,None,Yes,Yes,No,just the ones with the higher tone sounded more female,KhyaKheu,Female,First,Khya,female
R_3HZkNCirwI6jsjD,female,english & spanish,Never,Never,None,No,Yes,No,i felt that one of the voices was softer and more female like ,KheuKhya,Female,Second,Khya,female
R_3HZkNCirwI6jsjD,female,english & spanish,Never,Never,None,No,Yes,No,i felt that one of the voices was softer and more female like ,KhyaKheu,Male,Second,Kheu,female
R_3iwNiAzRnl71UOK,female,english,Never,Never,None,No,Maybe,No,"NO, JUST WENT WITH INSTICT.",KhyaKheu,Female,Second,Kheu,female
R_3iwNiAzRnl71UOK,female,english,Never,Never,None,No,Maybe,No,"NO, JUST WENT WITH INSTICT.",KhyaKheu,Male,First,Khya,female
R_3KwODIe54XNMMMX,male,english,Never,Never,None,No,No,No,"Just sounds in a female voice range, although really there was little difference in the sounds.",KhyaKheu,Female,First,Khya,female
R_3KwODIe54XNMMMX,male,english,Never,Never,None,No,No,No,"Just sounds in a female voice range, although really there was little difference in the sounds.",KhyaKheu,Male,First,Khya,female
R_3ni8B7NqK3KexpF,male,English,Never,Rarely,None,Maybe,Yes,No,I think the higher pitched sounds or the sounds with more 'treble' sounded more feminine to me.,KheuKhya,Female,Second,Khya,female
R_3ni8B7NqK3KexpF,male,English,Never,Rarely,None,Maybe,Yes,No,I think the higher pitched sounds or the sounds with more 'treble' sounded more feminine to me.,KheuKhya,Male,Second,Khya,female
R_3OqN57BFT4I2UVJ,male,"English, Spanish",Never,Never,None,No,No,Yes,The higher pitch is what motivated my decision. Sounded like it was coming from female source.,KhyaKheu,Male,First,Khya,female
R_3OqN57BFT4I2UVJ,male,"English, Spanish",Never,Never,None,No,No,Yes,The higher pitch is what motivated my decision. Sounded like it was coming from female source.,KheuKhya,Female,Second,Khya,female
R_8AL0brXxEmqCzPX,female,English,Never,Rarely,None,Yes,Yes,Yes,"No idea how I made the judgment, I guess I went with my gut. The second set was closer though, the first I thought one was more feminine than the other, but they were both tricky.",KheuKhya,Female,First,Kheu,female
R_8AL0brXxEmqCzPX,female,English,Never,Rarely,None,Yes,Yes,Yes,"No idea how I made the judgment, I guess I went with my gut. The second set was closer though, the first I thought one was more feminine than the other, but they were both tricky.",KhyaKheu,Male,Second,Kheu,female
R_8BWmMOkCT2zqe0V,male,English,Never,Never,None,No,No,No,"If the sound was higher pitch, I chose that sound.",KheuKhya,Male,First,Kheu,female
R_8BWmMOkCT2zqe0V,male,English,Never,Never,None,No,No,No,"If the sound was higher pitch, I chose that sound.",KheuKhya,Female,Second,Khya,female
R_bBgrnAInMOOdTXP,female,English,Never,Occasionally,None,No,No,No,The female sounding audios were a bit higher pitched to me,KhyaKheu,Male,First,Khya,female
R_bBgrnAInMOOdTXP,female,English,Never,Occasionally,None,No,No,No,The female sounding audios were a bit higher pitched to me,KhyaKheu,Female,Second,Kheu,female
R_Bs53Vcc7MnlgcUx,female,English,Never,Occasionally,None,No,No,No,"I'm not really sure, honestly. It sounded like something a woman's voice would do when mad.",KhyaKheu,Female,Second,Kheu,female
R_Bs53Vcc7MnlgcUx,female,English,Never,Occasionally,None,No,No,No,"I'm not really sure, honestly. It sounded like something a woman's voice would do when mad.",KheuKhya,Male,Second,Khya,female
R_D7akAjcp4oVpdMR,female,english,Never,Never,None,No,No,No,I just kinda went with my gut.,KhyaKheu,Male,First,Khya,female
R_D7akAjcp4oVpdMR,female,english,Never,Never,None,No,No,No,I just kinda went with my gut.,KheuKhya,Female,Second,Khya,female
R_e3bJJDHRr1NnylX,male,Tagalog,Never,Never,None,Yes,Yes,Maybe,I think that it was the pitch of the voice that made influenced my judgement,KhyaKheu,Male,First,Khya,female
R_e3bJJDHRr1NnylX,male,Tagalog,Never,Never,None,Yes,Yes,Maybe,I think that it was the pitch of the voice that made influenced my judgement,KheuKhya,Female,Second,Khya,female
R_roka0Nn1yBLaX5L,male,English,Never,Occasionally,None,No,Yes,Yes,"It was something intangible that made me pick, possibly the higher pitch??  I noticed some digital distortion on the clips which made it more difficult to choose.",KhyaKheu,Female,First,Khya,female
R_roka0Nn1yBLaX5L,male,English,Never,Occasionally,None,No,Yes,Yes,"It was something intangible that made me pick, possibly the higher pitch??  I noticed some digital distortion on the clips which made it more difficult to choose.",KhyaKheu,Male,First,Khya,female
R_UbzFJEQgNzLQsrD,male,english ,Never,Rarely,None,No,No,No,Some had more of a light sighing sound that sounded female,KheuKhya,Male,Second,Khya,female
R_UbzFJEQgNzLQsrD,male,english ,Never,Rarely,None,No,No,No,Some had more of a light sighing sound that sounded female,KhyaKheu,Female,First,Khya,female
R_W9egmU6eq3bOVWx,female,"Russian, Latvian",Never,Never,None,No,Yes,Maybe,"Sounds with higher pitch and slower, softer sounds",KhyaKheu,Female,First,Khya,female
R_W9egmU6eq3bOVWx,female,"Russian, Latvian",Never,Never,None,No,Yes,Maybe,"Sounds with higher pitch and slower, softer sounds",KheuKhya,Male,Second,Khya,female
R_XGrJ8SrTP9XuGnT,female,english,Never,Never,None,No,Maybe,No,The voice sounded higher pitched maybe.,KheuKhya,Male,First,Kheu,female
R_XGrJ8SrTP9XuGnT,female,english,Never,Never,None,No,Maybe,No,The voice sounded higher pitched maybe.,KheuKhya,Female,Second,Khya,female
R_xmUc1iJhXcrz0B3,male,English,Never,Never,None,No,No,No,I have no idea to be honest.  I just kind of closed my eyes and listened and tried to imagine which sounded more feminine.,KheuKhya,Female,First,Kheu,female
R_xmUc1iJhXcrz0B3,male,English,Never,Never,None,No,No,No,I have no idea to be honest.  I just kind of closed my eyes and listened and tried to imagine which sounded more feminine.,KheuKhya,Male,First,Kheu,female
R_ZeIFK0JnSrR2FMJ,male,English,Never,Never,None,Yes,Yes,No,They seemed to be of a higher pitch with less force used to create the sound,KheuKhya,Female,First,Kheu,female
R_ZeIFK0JnSrR2FMJ,male,English,Never,Never,None,Yes,Yes,No,They seemed to be of a higher pitch with less force used to create the sound,KheuKhya,Male,First,Kheu,female
