ID,Gender,Age,Native,KoreanVisit,KoreanDrama,KoreanLanguage,SojuQuestion,KoreanRestaurant,KoreanFriends,Question,Qualitative,Condition,StimGender,RespType
R_2wBKiNeIG8xIpqp,männlich,43,"deutsch, russisch",Niemals,Niemals,Nein,Nein,Vielleicht,Nein,hart,Gefühl,KheuKhya,Male,Kheu
R_2wMJ3A30xUBxFQJ,weiblich,33,Deutsch,Niemals,Niemals,Nein,Nein,Vielleicht,Nein,weich,"Es klang in den für mich weicheren Audios ein ""CH"" mit, glaube ich, was es weicher gemacht hat.",KheuKhya,Female,Khya
R_2wMJ3A30xUBxFQJ,weiblich,33,Deutsch,Niemals,Niemals,Nein,Nein,Vielleicht,Nein,weich,"Es klang in den für mich weicheren Audios ein ""CH"" mit, glaube ich, was es weicher gemacht hat.",KheuKhya,Male,Kheu
R_2xE0jIfpA5D0IJI,weiblich,30,"Englisch, Deutsch ",Niemals,Selten,Nein,Nein,Nein,Nein,hart,Es war irgendwie lauter ,KhyaKheu,Male,Khya
R_2xE0jIfpA5D0IJI,weiblich,30,"Englisch, Deutsch ",Niemals,Selten,Nein,Nein,Nein,Nein,hart,Es war irgendwie lauter ,KheuKhya,Female,Kheu
R_2xEMYkH2IfgmWt6,,NA,,,,,,,,hart,-,KheuKhya,Male,Khya
R_2xEMYkH2IfgmWt6,,NA,,,,,,,,hart,-,KheuKhya,Male,Kheu
R_2z8TYBu8ebJiPce,weiblich,29,"Deutsch, Hebräisch",Niemals,Niemals,Nein,Vielleicht,Ja,Ja,weich,"die ""nicht weiche"" Aufnahme klingt eher scharf, durch eine höhere Tonhöhe und/oder ein stärkeres Rauschen",KhyaKheu,Male,Khya
R_2z8TYBu8ebJiPce,weiblich,29,"Deutsch, Hebräisch",Niemals,Niemals,Nein,Vielleicht,Ja,Ja,weich,"die ""nicht weiche"" Aufnahme klingt eher scharf, durch eine höhere Tonhöhe und/oder ein stärkeres Rauschen",KheuKhya,Female,Kheu
R_2zSzZUWeq6i1wb7,männlich,32,Deutsch,Niemals,Niemals,Nein,Nein,Ja,Nein,weich,Mehr Sonoranz,KhyaKheu,Female,Khya
R_2zSzZUWeq6i1wb7,männlich,32,Deutsch,Niemals,Niemals,Nein,Nein,Ja,Nein,weich,Mehr Sonoranz,KhyaKheu,Male,Kheu
R_301AUyRv2hh6ZqP,weiblich,22,Griechisch deutsch,Niemals,Niemals,Nein,Nein,Vielleicht,Ja,hart,Das Geräusch hörte sich schärfer an ,KheuKhya,Female,Kheu
R_301AUyRv2hh6ZqP,weiblich,22,Griechisch deutsch,Niemals,Niemals,Nein,Nein,Vielleicht,Ja,hart,Das Geräusch hörte sich schärfer an ,KhyaKheu,Male,Kheu
R_337R2COsA5qSlK8,weiblich,28,Deutsch,Niemals,Niemals,Nein,Vielleicht,Ja,Ja,weich,"Im ersten Teil schien k einmal behaucht zu sein und einmal nicht, ich fand die Behauchung härter (glaube ich), aber ich bin keine Phonologin, im zweiten Beispiel kann ich den Unterschied gerade spontan nicht fassen",KheuKhya,Male,Kheu
R_337R2COsA5qSlK8,weiblich,28,Deutsch,Niemals,Niemals,Nein,Vielleicht,Ja,Ja,weich,"Im ersten Teil schien k einmal behaucht zu sein und einmal nicht, ich fand die Behauchung härter (glaube ich), aber ich bin keine Phonologin, im zweiten Beispiel kann ich den Unterschied gerade spontan nicht fassen",KheuKhya,Female,Khya
R_3CWpetB5yjTbIX5,männlich,21,Deutsch,Niemals,Niemals,Nein,Nein,Ja,Nein,weich,Weil bei der einem Aufnahme am Ende ein ahhh war und bei der anderen ein kzzz,KhyaKheu,Female,Kheu
R_3CWpetB5yjTbIX5,männlich,21,Deutsch,Niemals,Niemals,Nein,Nein,Ja,Nein,weich,Weil bei der einem Aufnahme am Ende ein ahhh war und bei der anderen ein kzzz,KheuKhya,Male,Khya
R_3Ep2bRKHw3sq1LM,weiblich,34,Deutsch ,Niemals,Niemals,Nein,Vielleicht,Ja,Nein,hart,"Lautstärke? Einmal ging es auch Richtung a, einmal Richtung i - hängt also vielleicht mit dem Vokal zusammen?",KhyaKheu,Female,Kheu
R_3Ep2bRKHw3sq1LM,weiblich,34,Deutsch ,Niemals,Niemals,Nein,Vielleicht,Ja,Nein,hart,"Lautstärke? Einmal ging es auch Richtung a, einmal Richtung i - hängt also vielleicht mit dem Vokal zusammen?",KhyaKheu,Male,Kheu
R_3ferR0e9TaWhBEW,männlich,19,Deutsch,Niemals,Niemals,Nein,Ja,Ja,Ja,weich,"Ich fande beim ersten die erste und beim zweiten die zweite Aufnahme irgendwie ""schärfer""",KhyaKheu,Female,Kheu
R_3ferR0e9TaWhBEW,männlich,19,Deutsch,Niemals,Niemals,Nein,Ja,Ja,Ja,weich,"Ich fande beim ersten die erste und beim zweiten die zweite Aufnahme irgendwie ""schärfer""",KheuKhya,Male,Kheu
R_3gN06tPCYvaUobo,weiblich,21,Deutsch ,Niemals,Niemals,Nein,Nein,Ja,Nein,hart,Vergleichswerte ,KheuKhya,Female,Khya
R_3gN06tPCYvaUobo,weiblich,21,Deutsch ,Niemals,Niemals,Nein,Nein,Ja,Nein,hart,Vergleichswerte ,KhyaKheu,Male,Kheu
R_3h60HKrmoCStghc,männlich,33,Deutsch / Bairisch,Niemals,Niemals,Nein,Vielleicht,Ja,Nein,hart,Priming des jeweils ersten Geräuschs. Die erste Frage war eher wie ein Peitschenschlag. Insofern beurteile ich die 'Härte' des Aufprall.,KhyaKheu,Female,Khya
R_3h60HKrmoCStghc,männlich,33,Deutsch / Bairisch,Niemals,Niemals,Nein,Vielleicht,Ja,Nein,hart,Priming des jeweils ersten Geräuschs. Die erste Frage war eher wie ein Peitschenschlag. Insofern beurteile ich die 'Härte' des Aufprall.,KhyaKheu,Male,Khya
R_3hbgs7RZdxd57Fa,,NA,,,,,,,,weich,,KhyaKheu,Male,Khya
R_3hbgs7RZdxd57Fa,,NA,,,,,,,,weich,,KhyaKheu,Male,Khya
R_3HhMfpv3BJqpS08,weiblich,46,Deutsch,,,,,,,hart,Beeinflusst wurde meine Entscheidung durch: Die Geschwindigkeit der präsentierten Laute; das nur einmalige Anhören beider Versionen. Der Nachhall macht den Klang weicher. ,KhyaKheu,Female,Kheu
R_3HhMfpv3BJqpS08,weiblich,46,Deutsch,,,,,,,hart,Beeinflusst wurde meine Entscheidung durch: Die Geschwindigkeit der präsentierten Laute; das nur einmalige Anhören beider Versionen. Der Nachhall macht den Klang weicher. ,KhyaKheu,Male,Khya
R_3IbHj5i74j2WHeK,weiblich,36,deutsch,Niemals,Selten,Nein,Nein,Nein,Nein,hart,Die zweite Variante klang jeweils kräftiger und lauter.,KhyaKheu,Male,Kheu
R_3IbHj5i74j2WHeK,weiblich,36,deutsch,Niemals,Selten,Nein,Nein,Nein,Nein,hart,Die zweite Variante klang jeweils kräftiger und lauter.,KheuKhya,Female,Khya
R_3iBSiTcjUIX0tD0,weiblich,22,Deutsch ,Niemals,Niemals,Nein,Ja,Ja,Nein,hart,das erste Geräusch des ersten Beispiels hat sich so angehört wie wenn man eine Getränke Dose öffnet und das zweite hat mich erschreckt. Das dritte Geräusch fand ich im Vergleich zum vierten härter und konnte es nicht zuordnen.,KhyaKheu,Male,Khya
R_3iBSiTcjUIX0tD0,weiblich,22,Deutsch ,Niemals,Niemals,Nein,Ja,Ja,Nein,hart,das erste Geräusch des ersten Beispiels hat sich so angehört wie wenn man eine Getränke Dose öffnet und das zweite hat mich erschreckt. Das dritte Geräusch fand ich im Vergleich zum vierten härter und konnte es nicht zuordnen.,KheuKhya,Female,Kheu
R_3JyJG8LPrry7UGc,männlich,20,deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,weich,Vielleicht wird meine Vermutung durch die Lautstärke/Tonhöhe des Geräusches beeinflusst.,KheuKhya,Male,Kheu
R_3JyJG8LPrry7UGc,männlich,20,deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,weich,Vielleicht wird meine Vermutung durch die Lautstärke/Tonhöhe des Geräusches beeinflusst.,KhyaKheu,Female,Khya
R_3kBTwbvbDMauC6m,weiblich,40,Deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,hart,"Interessantes Experiment und schwierige Frage.  / Weicher beurteile ich die Geräusche, die mir ""angenehmer"" vorkommen, hart empfinde ich Geräusche, die mit mehr ""Druck"" ausgesprochen und von meinem Hörgefühl unangenehmer sind.",KheuKhya,Female,Kheu
R_3kBTwbvbDMauC6m,weiblich,40,Deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,hart,"Interessantes Experiment und schwierige Frage.  / Weicher beurteile ich die Geräusche, die mir ""angenehmer"" vorkommen, hart empfinde ich Geräusche, die mit mehr ""Druck"" ausgesprochen und von meinem Hörgefühl unangenehmer sind.",KheuKhya,Male,Khya
R_3kFxQVmNjPIQHki,männlich,43,Deutsch ,Kurzbesuch(e),Niemals,Nein,Ja,Ja,Ja,weich,Die Tonhöhe war für mich ausschlaggebend,KheuKhya,Female,Kheu
R_3kFxQVmNjPIQHki,männlich,43,Deutsch ,Kurzbesuch(e),Niemals,Nein,Ja,Ja,Ja,weich,Die Tonhöhe war für mich ausschlaggebend,KhyaKheu,Male,Khya
R_3kM70yCUcqrAzxe,männlich,50,Deutsch,Niemals,Weiss nicht,Nein,Nein,Ja,Ja,weich,"Schwierige Auswahl, ich hatte eher ein Sprachbeispiel als ein geräusch erwartet. Ich denke ein geräusch hatte einen sanfteren Anklang.",KheuKhya,Female,Khya
R_3kM70yCUcqrAzxe,männlich,50,Deutsch,Niemals,Weiss nicht,Nein,Nein,Ja,Ja,weich,"Schwierige Auswahl, ich hatte eher ein Sprachbeispiel als ein geräusch erwartet. Ich denke ein geräusch hatte einen sanfteren Anklang.",KheuKhya,Male,Kheu
R_3lLxmtdbzSgYVtJ,weiblich,49,Deutsch,Niemals,Niemals,Nein,Nein,Vielleicht,Nein,weich,"Verschlußphase und Plosiv im ersten klingen ""härter"" und kontinuierliches Gereäusch im zweiten ""weicher""",KhyaKheu,Female,Khya
R_3lLxmtdbzSgYVtJ,weiblich,49,Deutsch,Niemals,Niemals,Nein,Nein,Vielleicht,Nein,weich,"Verschlußphase und Plosiv im ersten klingen ""härter"" und kontinuierliches Gereäusch im zweiten ""weicher""",KhyaKheu,Male,Khya
R_3MLJ6z0KlcsxpQG,weiblich,23,Deutsch,Niemals,Niemals,Nein,Nein,Ja,Ja,hart,"Der Anfangslaut (plosive) war stärker betont und wirkt ""härter"". So ist ein [k] beispielsweise ein sehr harter Laut. Dieser Eindruck entsteht, indem die Luft zuerst blockiert und dann ganz plötzlich und explosionsartig freigelassen wird. ",KheuKhya,Male,Khya
R_3MLJ6z0KlcsxpQG,weiblich,23,Deutsch,Niemals,Niemals,Nein,Nein,Ja,Ja,hart,"Der Anfangslaut (plosive) war stärker betont und wirkt ""härter"". So ist ein [k] beispielsweise ein sehr harter Laut. Dieser Eindruck entsteht, indem die Luft zuerst blockiert und dann ganz plötzlich und explosionsartig freigelassen wird. ",KheuKhya,Male,Kheu
R_3MtyA56hXiGPpXO,,NA,,,,,,,,hart,,KheuKhya,Male,Khya
R_3MtyA56hXiGPpXO,,NA,,,,,,,,hart,,KheuKhya,Male,Khya
R_3nUBorzsJSoSUE8,männlich,21,Deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,weich,"Für mich waren die Geräusche, die sich beim hören als ""unangenehmer"" angefühlt haben die härteren.",KheuKhya,Male,Kheu
R_3nUBorzsJSoSUE8,männlich,21,Deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,weich,"Für mich waren die Geräusche, die sich beim hören als ""unangenehmer"" angefühlt haben die härteren.",KheuKhya,Female,Khya
R_3oZsl3BdB6rhObB,männlich,54,deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,hart,"Stärkerer Plosiv, weniger durch Zischlaut abgemildert.",KheuKhya,Female,Kheu
R_3oZsl3BdB6rhObB,männlich,54,deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,hart,"Stärkerer Plosiv, weniger durch Zischlaut abgemildert.",KheuKhya,Male,Kheu
R_3pbzpS5uORlhBo6,männlich,26,Deutsch,Niemals,Selten,Nein,Nein,Ja,Nein,hart,"Mich hat nur die erste Hälfte der Aufnahmen beeinflusst. Wenn das Geräusch ein KACHHH war, hat mich nur das KA beeinflusst.",KheuKhya,Female,Kheu
R_3pbzpS5uORlhBo6,männlich,26,Deutsch,Niemals,Selten,Nein,Nein,Ja,Nein,hart,"Mich hat nur die erste Hälfte der Aufnahmen beeinflusst. Wenn das Geräusch ein KACHHH war, hat mich nur das KA beeinflusst.",KheuKhya,Male,Kheu
R_3PLVNivuiCqIf3A,weiblich,35,Deutsch,Niemals,Niemals,Nein,Nein,Vielleicht,Nein,hart,Ob ein Vokal dabei war oder eher 'ch' ,KhyaKheu,Male,Khya
R_3PLVNivuiCqIf3A,weiblich,35,Deutsch,Niemals,Niemals,Nein,Nein,Vielleicht,Nein,hart,Ob ein Vokal dabei war oder eher 'ch' ,KhyaKheu,Female,Kheu
R_3PUdD3MR6SoP7jQ,männlich,58,Deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,weich,Ich hatte das Gefühl von Verzögerung ... gleicher oder ähnlicher Geräusche.,KheuKhya,Female,Khya
R_3PUdD3MR6SoP7jQ,männlich,58,Deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,weich,Ich hatte das Gefühl von Verzögerung ... gleicher oder ähnlicher Geräusche.,KhyaKheu,Male,Khya
R_3qDNGo85N00GwvI,männlich,30,Deutsch,Niemals,Niemals,Nein,Nein,Ja,Ja,hart,Der Klang des geflüsterten Vokals,KhyaKheu,Female,Kheu
R_3qDNGo85N00GwvI,männlich,30,Deutsch,Niemals,Niemals,Nein,Nein,Ja,Ja,hart,Der Klang des geflüsterten Vokals,KheuKhya,Male,Kheu
R_3QMF0yBrdLMZFXr,weiblich,34,Deutsch / österreichisch,Niemals,Niemals,Nein,Nein,Ja,Ja,hart,"Ich glaube, dass für mich ein „sch“ weicher klingt. Ähnlich dem Geräusch eines Luftstroms, es bewegt sich und fließt. Während das „kh“ hart ist und eher an das holpern eines Zuges erinnert. Stockend und abrupt.",KhyaKheu,Male,Khya
R_3QMF0yBrdLMZFXr,weiblich,34,Deutsch / österreichisch,Niemals,Niemals,Nein,Nein,Ja,Ja,hart,"Ich glaube, dass für mich ein „sch“ weicher klingt. Ähnlich dem Geräusch eines Luftstroms, es bewegt sich und fließt. Während das „kh“ hart ist und eher an das holpern eines Zuges erinnert. Stockend und abrupt.",KhyaKheu,Female,Kheu
R_3qW4bHvwOwNmlSR,weiblich,38,"Deutsch, Türkisch",Niemals,Niemals,Nein,Vielleicht,Ja,Nein,weich,Die gefühlt längere Dauer und mehr Aspirierung haben für mich die Geräusche weicher klingen lassen.,KheuKhya,Female,Khya
R_3qW4bHvwOwNmlSR,weiblich,38,"Deutsch, Türkisch",Niemals,Niemals,Nein,Vielleicht,Ja,Nein,weich,Die gefühlt längere Dauer und mehr Aspirierung haben für mich die Geräusche weicher klingen lassen.,KheuKhya,Male,Khya
R_3qxHZ79hME4IL2D,weiblich,39,"Deutsch, Italienisch, Bosnisch",Niemals,Niemals,Nein,Nein,Ja,Nein,hart,"In der ersten Frage klang die erste Aufnahme wie ein unterdrücktes ""t"" beim einatmen. Und der zweiten Aufnahme kam das ""t"" Geräusch beim Ausatmen einem ""d"" gleich daher habe ich es als weicher empfunden bzw. die erste Aufnahme als härter.  / In der zweiten Frage klangen beide Aufnahmen wie  das harte ""t"" Geräusch beim Einatmen. Die erste Aufnahme erschien mir jedoch kürzer.",KheuKhya,Male,Kheu
R_3qxHZ79hME4IL2D,weiblich,39,"Deutsch, Italienisch, Bosnisch",Niemals,Niemals,Nein,Nein,Ja,Nein,hart,"In der ersten Frage klang die erste Aufnahme wie ein unterdrücktes ""t"" beim einatmen. Und der zweiten Aufnahme kam das ""t"" Geräusch beim Ausatmen einem ""d"" gleich daher habe ich es als weicher empfunden bzw. die erste Aufnahme als härter.  / In der zweiten Frage klangen beide Aufnahmen wie  das harte ""t"" Geräusch beim Einatmen. Die erste Aufnahme erschien mir jedoch kürzer.",KheuKhya,Male,Kheu
R_3r04ZYjoll9ZvwG,weiblich,36,deutsch,Niemals,Niemals,Nein,Nein,Ja,Nein,hart,X,KheuKhya,Female,Khya
R_3r04ZYjoll9ZvwG,weiblich,36,deutsch,Niemals,Niemals,Nein,Nein,Ja,Nein,hart,X,KhyaKheu,Male,Kheu
R_3sgZuPh2bsNNLNz,männlich,28,Deutsch,Niemals,Niemals,Nein,Nein,Ja,Nein,weich,Die Lautstärkeänderung und die Intensität waren ausschlaggebend.,KheuKhya,Male,Kheu
R_3sgZuPh2bsNNLNz,männlich,28,Deutsch,Niemals,Niemals,Nein,Nein,Ja,Nein,weich,Die Lautstärkeänderung und die Intensität waren ausschlaggebend.,KhyaKheu,Female,Khya
R_5uoCFLS0SpalZS1,männlich,32,Deutsch,Niemals,Niemals,Nein,Nein,Ja,Nein,weich,"Dadurch, dass bei dem jeweils zweiten Hörbeispiel das Geräuch stets am Anfang zu hören war, wirkte dies auf mich ""härter"" (im Sinne von plötzlich/unvermittelt auftauchend) als bei dem ersten Hörbeispiel. Dort baute sich der laute Ton zwar auch schnell auf, jedoch jeweils mittelbar (mit einem Art Fade-In). Zumal war m.E. vorher bereits etwas zu hören. Ferner war - wenn mich nicht alles täuscht - der zu hörende Laut jeweils leicht anders vom Klangbild, was ebenfalls meine Entscheidung beeinfluss hat.",KheuKhya,Male,Kheu
R_5uoCFLS0SpalZS1,männlich,32,Deutsch,Niemals,Niemals,Nein,Nein,Ja,Nein,weich,"Dadurch, dass bei dem jeweils zweiten Hörbeispiel das Geräuch stets am Anfang zu hören war, wirkte dies auf mich ""härter"" (im Sinne von plötzlich/unvermittelt auftauchend) als bei dem ersten Hörbeispiel. Dort baute sich der laute Ton zwar auch schnell auf, jedoch jeweils mittelbar (mit einem Art Fade-In). Zumal war m.E. vorher bereits etwas zu hören. Ferner war - wenn mich nicht alles täuscht - der zu hörende Laut jeweils leicht anders vom Klangbild, was ebenfalls meine Entscheidung beeinfluss hat.",KhyaKheu,Female,Khya
R_88nATFJsjbHIENP,,NA,,,,,,,,weich,,KheuKhya,Male,Khya
R_88nATFJsjbHIENP,,NA,,,,,,,,weich,,KheuKhya,Male,Khya
R_9YSUv08a8MxJMZP,weiblich,34,Deutsch,Niemals,Niemals,Nein,Nein,Ja,Nein,hart,"schwierige Entscheidung. Ich denke, ein Geräusch klingt härter, wenn es mehr ""Attack"" hat. /  / Zur Umfrage: In Safari werden die Soundfiles nicht angezeigt. Ich musste abbrechen und den Link im Firefox öffnen.",KhyaKheu,Female,Kheu
R_9YSUv08a8MxJMZP,weiblich,34,Deutsch,Niemals,Niemals,Nein,Nein,Ja,Nein,hart,"schwierige Entscheidung. Ich denke, ein Geräusch klingt härter, wenn es mehr ""Attack"" hat. /  / Zur Umfrage: In Safari werden die Soundfiles nicht angezeigt. Ich musste abbrechen und den Link im Firefox öffnen.",KheuKhya,Male,Khya
R_AuQVmHDmYJR49zP,männlich,39,Deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,hart,maennlich vs. weiblich,KheuKhya,Male,Kheu
R_AuQVmHDmYJR49zP,männlich,39,Deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,hart,maennlich vs. weiblich,KheuKhya,Male,Kheu
R_cYlvFNK50pWmIGR,männlich,46,deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,weich,Die Geräusche begannen nicht so abrupt und klangen mehr aus.,KhyaKheu,Male,Khya
R_cYlvFNK50pWmIGR,männlich,46,deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,weich,Die Geräusche begannen nicht so abrupt und klangen mehr aus.,KheuKhya,Female,Khya
R_eKWFAxeynFOZLAl,weiblich,40,english,Niemals,Niemals,Nein,Nein,Vielleicht,Nein,hart,i thought the second shot of the 2nd batch was softer to my ears as it lingered on as opposed to the first one that ended immediately.,KhyaKheu,Female,Kheu
R_eKWFAxeynFOZLAl,weiblich,40,english,Niemals,Niemals,Nein,Nein,Vielleicht,Nein,hart,i thought the second shot of the 2nd batch was softer to my ears as it lingered on as opposed to the first one that ended immediately.,KheuKhya,Male,Kheu
R_elijzUNWGCpwVhf,männlich,29,Englisch,Niemals,Selten,Anfänger,Ja,Ja,Ja,weich,"Die härteren klangen wie ""k"" und die weicheren klingen wie ""sch"". Man sagt zu einem Baby ""sch"", also ist es weicher.",KhyaKheu,Female,Khya
R_elijzUNWGCpwVhf,männlich,29,Englisch,Niemals,Selten,Anfänger,Ja,Ja,Ja,weich,"Die härteren klangen wie ""k"" und die weicheren klingen wie ""sch"". Man sagt zu einem Baby ""sch"", also ist es weicher.",KhyaKheu,Male,Khya
R_p6MY1enGROYwqxX,weiblich,44,deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,hart,Lautstärke?,KhyaKheu,Male,Kheu
R_p6MY1enGROYwqxX,weiblich,44,deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,hart,Lautstärke?,KhyaKheu,Female,Kheu
R_PA7LS21rwzVNGvf,männlich,22,deutsch,Niemals,Manchmal,Nein,Nein,Nein,Nein,hart,"ähm....naja, ich denke es liegt an dem klang",KheuKhya,Male,Kheu
R_PA7LS21rwzVNGvf,männlich,22,deutsch,Niemals,Manchmal,Nein,Nein,Nein,Nein,hart,"ähm....naja, ich denke es liegt an dem klang",KhyaKheu,Female,Kheu
R_pc3mG8K67VOOVCp,männlich,44,Deutsch,Niemals,Niemals,Nein,Vielleicht,Ja,Nein,hart,"Man hatte das Gefühl, das bei den härteren Geräusche, mehr grrr-Geräusche waren, also laute mit r od k.",KhyaKheu,Male,Kheu
R_pc3mG8K67VOOVCp,männlich,44,Deutsch,Niemals,Niemals,Nein,Vielleicht,Ja,Nein,hart,"Man hatte das Gefühl, das bei den härteren Geräusche, mehr grrr-Geräusche waren, also laute mit r od k.",KhyaKheu,Female,Kheu
R_PvAW8UcYicD6asN,männlich,18,Deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,weich,Ich denke die härteren Geräusche kamen vermutlich mehr aus dem Rachen. Die weicheren wurden stärker mit der Zunge gebildet.,KheuKhya,Male,Khya
R_PvAW8UcYicD6asN,männlich,18,Deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,weich,Ich denke die härteren Geräusche kamen vermutlich mehr aus dem Rachen. Die weicheren wurden stärker mit der Zunge gebildet.,KhyaKheu,Female,Khya
R_R3T41K0G5k2OFPj,weiblich,25,deutsch,Niemals,Selten,Nein,Ja,Ja,Vielleicht,weich,Habe nur jeweils eine Aufnahme richtig hören können,KheuKhya,Female,Kheu
R_R3T41K0G5k2OFPj,weiblich,25,deutsch,Niemals,Selten,Nein,Ja,Ja,Vielleicht,weich,Habe nur jeweils eine Aufnahme richtig hören können,KhyaKheu,Male,Kheu
R_sSbJ8rqxNkR9LTb,weiblich,26,Portugiesisch,Niemals,Niemals,Nein,Nein,Vielleicht,Vielleicht,weich,"Was meine Entscheidung beeinflusst hat war, wie laut der Ton war.",KhyaKheu,Male,Kheu
R_sSbJ8rqxNkR9LTb,weiblich,26,Portugiesisch,Niemals,Niemals,Nein,Nein,Vielleicht,Vielleicht,weich,"Was meine Entscheidung beeinflusst hat war, wie laut der Ton war.",KhyaKheu,Female,Kheu
R_sTqWVROz0p4aUxP,weiblich,27,Deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,weich,"Einmal wurde der Konsunant sehr hart ausgesprochen, indem er lauter und schneller abgegeben wurde. Bei der weicheren Variante  kam es mir leiser vor, nicht so eindringlich. Beide Aufnahmen hatten möglicherweise unterschiedliche Ziele, welche Aussage sie verfolgen. Hart :bestimmend, eindringlich, weich : entspannter, stressfreier o. ä. ",KhyaKheu,Male,Khya
R_sTqWVROz0p4aUxP,weiblich,27,Deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,weich,"Einmal wurde der Konsunant sehr hart ausgesprochen, indem er lauter und schneller abgegeben wurde. Bei der weicheren Variante  kam es mir leiser vor, nicht so eindringlich. Beide Aufnahmen hatten möglicherweise unterschiedliche Ziele, welche Aussage sie verfolgen. Hart :bestimmend, eindringlich, weich : entspannter, stressfreier o. ä. ",KheuKhya,Female,Khya
R_SUljvVvC6fBjtHH,,NA,,,,,,,,weich,,KhyaKheu,Female,Kheu
R_SUljvVvC6fBjtHH,,NA,,,,,,,,weich,,KhyaKheu,Male,Khya
R_tGMAprvkaiBbRyp,weiblich,20,"Deutsch, Russisch",Niemals,Niemals,Nein,Nein,Ja,Nein,weich,"Es ist schwierig, zu definieren, was sich „weicher“ anhört. Die Geräusche, die ich als solche eingestuft habe, klangen, als seien sie mit einem weniger weit geöffneten Mund produziert worden und palatal. ",KheuKhya,Male,Khya
R_tGMAprvkaiBbRyp,weiblich,20,"Deutsch, Russisch",Niemals,Niemals,Nein,Nein,Ja,Nein,weich,"Es ist schwierig, zu definieren, was sich „weicher“ anhört. Die Geräusche, die ich als solche eingestuft habe, klangen, als seien sie mit einem weniger weit geöffneten Mund produziert worden und palatal. ",KheuKhya,Female,Khya
R_TkioVMj1CeGxz8d,weiblich,30,Deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,weich,Stärke des Plosivs und anschließender Aspiration bzw. Friktion,KheuKhya,Female,Khya
R_TkioVMj1CeGxz8d,weiblich,30,Deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,weich,Stärke des Plosivs und anschließender Aspiration bzw. Friktion,KheuKhya,Male,Kheu
R_tM7s3MumRE9dHX3,männlich,22,Deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,hart,Geräusche mit sch lauten sind weicher als andere Geräusche,KhyaKheu,Female,Kheu
R_tM7s3MumRE9dHX3,männlich,22,Deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,hart,Geräusche mit sch lauten sind weicher als andere Geräusche,KheuKhya,Male,Kheu
R_UDE7wEtd5TRkBdn,weiblich,22,Deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,hart,"Vielleicht hat das Zischen meine Auswahl beeinflusst, bzw. wie ausgeprägt der harte ""ch""-Laut war",KheuKhya,Male,Kheu
R_UDE7wEtd5TRkBdn,weiblich,22,Deutsch,Niemals,Niemals,Nein,Nein,Nein,Nein,hart,"Vielleicht hat das Zischen meine Auswahl beeinflusst, bzw. wie ausgeprägt der harte ""ch""-Laut war",KheuKhya,Male,Kheu
R_uf4VqvfGKHIsflf,männlich,31,deutsch,Niemals,Selten,Nein,Nein,Ja,Ja,weich,Ich bin mir nicht sicher. Es klang für meine Ohren relativ weicher.,KheuKhya,Female,Khya
R_uf4VqvfGKHIsflf,männlich,31,deutsch,Niemals,Selten,Nein,Nein,Ja,Ja,weich,Ich bin mir nicht sicher. Es klang für meine Ohren relativ weicher.,KheuKhya,Male,Kheu
R_ULq7Xpg2x3ukAMh,männlich,30,"Türkisch, Deutsch",Niemals,Manchmal,Nein,Nein,Ja,Nein,hart,"Ich denke die endung in ""achh"" ist härter als ""u/echh""",KheuKhya,Female,Kheu
R_ULq7Xpg2x3ukAMh,männlich,30,"Türkisch, Deutsch",Niemals,Manchmal,Nein,Nein,Ja,Nein,hart,"Ich denke die endung in ""achh"" ist härter als ""u/echh""",KhyaKheu,Male,Kheu
R_UxyuroDq5TTDtKN,männlich,22,arabisch,Niemals,Manchmal,Nein,Ja,Vielleicht,Ja,weich,geld verdenen ,KheuKhya,Male,Kheu
R_UxyuroDq5TTDtKN,männlich,22,arabisch,Niemals,Manchmal,Nein,Ja,Vielleicht,Ja,weich,geld verdenen ,KheuKhya,Female,Kheu
